folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
2066801613,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,10000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,0,7455,0,2300,0,1833.19,0,565.57,1265.9,0
2066801614,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,6000,2, , , , , , , , ,4000,03, ,,2, , , , , , , , , ,2,4,0,3985,0,1300,0,979.91,0,319.67,658.03,0
2066801614,1,01,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , ,6000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2066801615,1,01,1,4,1,,2,,,,,,,,,1,2,1,1,0, , ,2,1,1,0, , , ,15000,2, , , , , , , , ,2500,03, ,,1,2011,4,2500, , , , , , ,2,4,0,5170,0,600,0,1271.31,0,147.54,1121.31,0
2066801615,1,01,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , ,7000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2066801616,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,7000,2, , , , , , , , ,5000,03, ,,2, , , , , , , , , ,2,4,1550,5794,0,1400,381.14,1424.75,0,344.26,1460.65,0
2066801617,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,2,2,0,0, , ,0, , , ,15000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,2600,16960,0,3400,639.34,4170.49,0,836.06,3971.8,0
2066801618,1,01,2,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,800,5400,0,1100,196.72,1327.86,0,270.49,1254.09,0
2066801618,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,1500,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2200,0,800,0,540.98,0,196.72,342.29,0
2066801919,1,03,1,4,1,,2,,,,,,,,,6,2,1,1,0, , ,2,1,1,0, , ,8000,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2800,10004,0,1650,684.78,2446.63,0,403.53,2726.41,0
2066801919,1,03,1,5,1,2,2,,,,,,,,,7,0, , , , , , , , , , , ,4500,5500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,10500,0,6000,0,2567.93,0,1467.39,1100.54,0
2066801920,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,240000,189000,2, , , , , , , , ,6200,04, ,,1,2011,4,3600, , , , , , ,2,4,12990,14970,0,12090,3176.9,3661.14,0,2956.79,3879.78,0
2066801921,1,01,1,4,1,,2,,,,,,,,,7,2,2,0,2,2,0,0, , ,0, , , ,8000,2, , , , , , , , ,6000,03, ,,1,2011,4,3000, , , , , , ,2,4,0,10685,0,3000,0,2613.17,0,733.69,1878.26,0
2066801922,1,01,1,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , , ,8500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4990,0,2620,0,1220.38,0,640.76,578.15,0
2066801923,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,100,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,600,200,0,120,146.73,48.91,0,29.34,164.34,0
2066801924,1,01,2,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , , ,75000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,410,0,640,0,100.27,0,156.52,0,55.76
2066802020,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,4000, ,2, , , , , , , , ,6400,03, ,,2, , , , , , , , , ,2,4,0,4740,0,1790,0,1159.23,0,437.77,719.02,0
2066802021,1,01,1,4,1,,2,,,,,,,,,1,5,4,1,4,4,0,1,0,1,0, , , ,600,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,0,840,0,3570,0,205.43,0,873.09,0,666.19
2066802022,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,1200,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1594,0,1860,0,389.83,0,454.89,0,64.56
2066802023,1,01,1,4,1,,2,,,,,,,,,1,10,10,0,9,9,0,1,1,0,0, , ,6000, ,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,0,6020,0,8370,0,1472.28,0,2047.01,0,572.28
2066802023,1,01,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,7900,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1500,1550,0,1120,366.84,379.07,0,273.91,469.56,0
2066802024,1,02,1,4,1,,2,,,,,,,,,1,5,5,0,3,3,0,2,2,0,0, , ,3000, ,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,300,2100,0,2290,73.36,513.58,0,560.05,26.41,0
2066802024,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,800, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,250,0,0,0,61.14,0,58.69
2066802302,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , ,, ,,1,2011,4,12600, , , , , , ,2,4,3548,12803,0,4700,867.71,3131.16,0,1149.45,2846.73,0
2066802305,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4000,14384,0,5200,978.26,3517.82,0,1271.73,3222.39,0
2066802507,1,02,2,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , , ,3000,2, , , , , , , , ,6000,03, ,,1,2011,4,1700, , , , , , ,2,4,0,770,0,4560,0,188.31,0,1115.21,0,924.45
2066802507,1,02,2,5,1,1,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,5250, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,55,2830,0,350,13.45,692.11,0,85.59,619.23,0
2066802508,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,600,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4458,0,2870,0,1090.27,0,701.9,387.39,0
2066802509,1,01,2,4,1,,2,,,,,,,,,7,1,1,0,1,1,0,0, , ,0, , ,300,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2705,0,4250,0,661.54,0,1039.4,0,375.65
2066802509,1,01,2,5,1,1,2,,,,,,,,,7,0, , , , , , , , , , , ,1200,320,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1350,0,500,0,330.16,0,122.28,205.43,0
2066802510,1,02,1,4,1,,2,,,,,,,,,6,2,1,1,0, , ,2,1,1,0, , , ,4500,2, , , , , , , , ,6400,03, ,,1,2011,4,1800, , , , , , ,2,4,120,4490,0,7370,29.34,1098.09,0,1802.44,0,674.99
2066802510,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,324,0,300,0,79.23,0,73.36,5.86,0
2066802511,1,01,1,4,1,,2,,,,,,,,,6,2,1,1,1,1,0,1,0,1,0, , ,220,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3640,820,0,8365,890.21,200.54,0,2045.78,0,953.8
2066802512,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,1650,7000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,0,9315,0,11910,0,2278.12,0,2912.77,0,633.91
2066802512,1,01,1,5,1,1,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,7400,40,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2100,0,900,0,513.58,0,220.1,293.47,0
2066802813,1,02,1,4,1,,2,,,,,,,,,1,7,7,0,6,6,0,1,1,0,0, , ,3000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2132,0,7780,0,524.26,0,1913.11,0,1386.88
2066802813,1,02,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , , ,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,136,0,0,0,33.44,0,32.45
2066802814,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,216,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4055,0,2680,0,997.13,0,659.01,336.39,0
2066802814,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,400,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,3135,0,2620,0,770.9,0,644.26,123.93,0
2066802815,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,1700,1200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,425,425,0,444,104.5,104.5,0,109.18,97.37,0
2066802816,1,01,1,4,1,,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,700,7500,2, , , , , , , , ,6000,02, ,,1,2011,4,12800, , , , , , ,2,4,1000,3780,0,850,245.9,929.5,0,209.01,964.91,0
2066802818,1,02,1,4,1,,2,,,,,,,,,1,1,1,0,0, , ,1,1,0,0, , ,660,2580,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2682,0,1250,0,659.5,0,307.37,351.14,0
2066803201,1,01,1,4,1,,2,,,,,,,,,6,6,5,1,5,5,0,0, , ,1,0,1, ,10000,2, , , , , , , , ,6400,04, ,,1,2011,4,2100, , , , , , ,2,4,0,8530,0,6000,0,2109.06,0,1483.51,623.07,0
2066803202,1,01,1,4,1,,2,,,,,,,,,6,6,4,2,4,4,0,0, , ,2,0,2, ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,10120,0,6350,0,2502.19,0,1570.05,931.64,0
2066803203,1,01,1,4,1,,2,,,,,,,,,6,4,4,0,4,4,0,0, , ,0, , , ,3000,2, , , , , , , , ,6000,02, ,,1,2011,4,1600, , , , , , ,2,4,0,1140,0,2760,0,281.86,0,682.41,0,400.54
2066803204,1,01,1,4,1,,2,,,,,,,,,6,4,4,0,4,4,0,0, , ,0, , , ,4000,2, , , , , , , , ,6400,03, ,,1,2011,4,2400, , , , , , ,2,4,230,2296,0,2500,56.86,567.69,0,618.13,5.93,0
2066803205,1,01,1,4,1,,2,,,,,,,,,6,4,4,0,3,3,0,0, , ,1,1,0,320,10000,2, , , , , , , , ,6000,02, ,,1,2011,4,2100, , , , , , ,2,4,9540,10110,0,9050,2358.79,2499.72,0,2237.63,2619.89,0
2066803407,1,01,1,4,1,,2,,,,,,,,,6,5,5,0,5,5,0,0, , ,0, , ,2300,5000,2, , , , , , , , ,6400,03, ,,1,2011,4,2400, , , , , , ,2,4,0,7700,0,3700,0,1883.15,0,904.89,977.28,0
2066803407,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,16800,1200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,7050,2200,0,120,1724.18,538.04,0,29.34,2230.43,0
2066803409,1,02,1,4,1,,2,,,,,,,,,6,5,5,0,4,4,0,1,1,0,0, , ,660,3000,2, , , , , , , , , ,, ,,1,2011,4,2280, , , , , , ,2,4,0,2260,0,980,0,552.71,0,239.67,311.08,0
2066803409,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5460,350,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4800,3560,0,900,1173.91,870.65,0,220.1,1822.49,0
2066803410,1,01,2,4,1,,2,,,,,,,,,6,4,4,0,3,3,0,1,1,0,0, , , ,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,6895,0,760,0,1686.27,0,185.86,1499.67,0
2066803410,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,700,300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1360,0,700,0,332.6,0,171.19,161.41,0
2066803411,1,01,2,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,2950, ,2, , , , , , , , ,2400,03, ,,2, , , , , , , , , ,2,4,0,6300,0,600,0,1540.76,0,146.73,1394.02,0
2066803411,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,3960,360,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,9180,1980,0,400,2245.1,484.23,0,97.82,2629.56,0
2066803412,1,01,1,4,1,,2,,,,,,,,,6,5,4,1,4,4,0,1,0,1,0, , , , ,2, , , , , , , , ,6000,03, ,,1,2011,4,2400, , , , , , ,2,4,0,1500,0,1000,0,366.84,0,244.56,120.32,0
2066803713,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,6000,2, , , , , , , , ,6000,03, ,,1,2011,4,3000, , , , , , ,2,4,875,4530,0,3380,215.16,1113.93,0,831.14,495.73,0
2066803713,1,01,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , , ,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,700,0,400,0,172.13,0,98.36,73.77,0
2066803715,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,8000,2, , , , , , , , ,6200,03, ,,2, , , , , , , , , ,2,4,0,3707,0,2825,0,911.55,0,694.67,215.4,0
2066803715,1,01,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,2000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,1080,0,0,0,265.57,0,265.57
2066803717,1,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , , ,1600,2, , , , , , , , ,6400,03, ,,1,2011,4,3000, , , , , , ,2,4,0,1660,0,2100,0,408.19,0,516.39,0,106.22
2066803718,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1350,1170,0,3000,331.96,287.7,0,737.7,0,118.03
2066803920,1,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , , ,5000,2, , , , , , , , ,6000,11, ,,1,2011,4,4800, , , , , , ,2,4,1500,3170,0,4600,366.84,775.27,0,1124.99,14.67,0
2066803920,1,01,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,12400,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,950,7675,0,200,232.33,1877.03,0,48.91,2060.21,0
2066803921,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,80,6000,2, , , , , , , , ,6000,05, ,,1,2011,4,3540, , , , , , ,2,4,375,6950,0,4400,91.71,1699.72,0,1076.08,713.15,0
2066803922,1,01,1,4,1,,2,,,,,,,,,1,4,4,0,4,4,0,0, , ,0, , ,1750,10000,2, , , , , , , , ,6000,05, ,,1,2011,4,6000, , , , , , ,2,4,4100,21279,0,4040,1002.71,5204.1,0,988.04,5218.04,0
2066803922,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,66000,2400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5000,0,1250,0,1222.82,0,305.7,915.65,0
2066804019,1,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,1000,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,3750,0,120,0,917.11,0,29.34,886.3,0
2066804019,1,01,1,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,1800, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1050,0,150,0,256.79,0,36.68,220.1,0
2066804020,1,01,1,4,1,,2,,,,,,,,,1,3,2,1,0, , ,3,2,1,0, , ,2760,15000,2, , , , , , , , ,6000,07, ,,1,2011,4,3600, , , , , , ,2,4,0,9200,0,1440,0,2249.99,0,352.17,1895.86,0
2066804020,1,01,1,5,1,2,2,,,,,,,,,1,3,2,1,0, , ,3,2,1,0, , ,15000,16200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,7500,0,0,2400,1834.23,0,0,586.95,1247.28,0
2066804022,1,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,1000,12000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,6240,0,400,0,1526.08,0,97.82,1426.3,0
2066804022,1,01,1,5,1,1,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,2400, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1050,0,200,0,256.79,0,48.91,205.43,0
2066804301,1,01,2,4,1,,2,,,,,,,,,6,5,5,0,4,4,0,1,1,0,0, , , ,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,10800,0,0,0,2641.3,0,2641.3
2066804303,1,01,2,4,1,,2,,,,,,,,,6,5,5,0,5,5,0,0, , ,0, , , ,6300,2, , , , , , , , , ,, ,,1,2011,4,3000, , , , , , ,2,4,0,20500,0,13600,0,5013.58,0,3326.08,1687.49,0
2066804303,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1850, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,6720,0,1152,0,1643.47,0,281.73,1361.73,0
2066804305,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,35000,2, , , , , , , , , ,, ,,1,2011,4,3500, , , , , , ,2,4,12600,21000,0,6200,3081.52,5135.86,0,1516.3,6700.1,0
2066804305,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2550,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2600,10600,0,1310,635.86,2592.39,0,320.38,2905.43,0
2066804306,1,01,1,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,1,0,1,0, , ,7600,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4500,10900,0,1280,1100.54,2665.76,0,313.04,3451.3,0
2066804306,1,03,1,8,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
2066804609,1,01,1,9,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,23050,2700,0,4500,5668.03,663.93,0,1106.55,5222.95,0
2066804609,1,03,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , ,18000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,2060,0,0,0,506.55,0,504.59
2066804612,1,01,2,9,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,13220,1030,0,0,3250.81,253.27,0,0,3502.62,0
2066804814,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5800,1000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,11500,6600,0,1380,2827.86,1622.95,0,339.34,4110.49,0
2066804816,1,01,2,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,7200,1200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12480,17565,0,3280,3068.85,4319.26,0,806.55,6580.32,0
2066804816,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1200, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,3,9930,12120,0,0,2441.8,2980.32,0,0,5420.65,0
2066804817,1,01,1,4,1,,2,,,,,,,,,6,5,5,0,3,3,0,2,2,0,0, , , ,27000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1047476,5704,0,486500,257576.06,1402.62,0,119631.14,139346.55,0
2066804818,1,01,1,4,1,,2,,,,,,,,,6,4,4,0,3,3,0,0, , ,1,1,0, ,2800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,425000,2500,450,243000,104508.19,614.75,110.65,59754.09,45478.03,0
2066804818,1,01,2,9,1,,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,9000,4620,0,0,2213.11,1136.06,0,0,3349.18,0
2066805303,1,03,2,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,1000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,900,0,0,0,220.1,0,220.1
2066805304,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,3500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,245,135,0,2010,59.91,33.01,0,491.57,0,396.19
2066805306,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,0, , ,1,1,0,0, , , ,2000,2, , , , , , , , ,3000,03, ,,2, , , , , , , , , ,2,4,0,2935,0,500,0,717.79,0,122.28,592.82,0
2066805511,1,02,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,400,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,1500,1480,0,185,366.84,361.95,0,45.24,680.86,0
2066805716,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,6972,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4000,0,0,2300,983.6,0,0,565.57,416.06,0
2066805718,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,180,0,0,0,44.26,0,44.26
2066805718,1,01,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , ,47000,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6000,0,0,400,1475.4,0,0,98.36,1375.08,0
2066806202,1,01,1,4,1,,2,,,,,,,,,6,3,2,1,1,1,0,2,1,1,0, , , ,60000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,127000,400,0,68660,31401.09,98.9,0,16976.37,14523.62,0
2066806205,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,2960,0,0,0,731.86,0,729.89
2066806205,1,01,2,5,1,2,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,250000,45000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,41880,0,0,0,10354.94,0,10354.94
2066806923,1,02,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , , ,7000,2, , , , , , , , , ,, ,,1,2011,4,8200, , , , , , ,2,4,18840,7900,0,28000,4607.6,1932.06,0,6847.82,0,308.15
2066806923,1,02,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , , ,82500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,34000,0,0,19100,8315.21,0,0,4671.19,3642.06,0
2066807019,1,02,1,5,1,2,2,,,,,,,,,6,1,0,1,0, , ,0, , ,1,0,1,8000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6500,0,0,3000,1589.67,0,0,733.69,854.02,0
2066807021,1,01,1,4,1,,2,,,,,,,,,6,8,8,0,0, , ,0, , ,8,8,0, ,12000,2, , , , , , , , ,6000,05, ,,2, , , , , , , , , ,2,4,0,7740,0,1440,0,1892.93,0,352.17,1540.76,0
2066807021,1,01,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , ,193000,48000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,11000,0,0,3900,2690.21,0,0,953.8,1734.45,0
2066807021,1,03,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,7100,800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5377,0,1585,0,1315.02,0,387.63,927.39,0
2066807021,1,05,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,1000, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,542,0,2000,0,132.55,0,489.13,0,355.1
2066807022,1,01,1,5,1,1,2,,,,,,,,,6,1,0,1,0, , ,0, , ,1,0,1,4750,1060,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,7591,0,3385,0,1856.49,0,827.85,1027.17,0
2066807023,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,20000,0,0,120,4891.3,0,0,29.34,4859.99,0
2066807023,1,01,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , ,30000,27000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,2000,0,0,0,489.13,0,487.17
2066807023,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2100,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,3869,0,2620,0,946.22,0,640.76,305.21,0
2066807303,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,9000,0,2600,0,2201.08,0,635.86,1564.23,0
2066807303,1,01,1,5,1,1,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,137000,7500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,184131,2772,0,22500,45032.03,677.93,0,5502.71,40206.52,0
2066807507,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,300,15000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12250,10500,0,1200,2995.92,2567.93,0,293.47,5267.93,0
2066807509,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,40,8325,0,2400,9.78,2036,0,586.95,1458.58,0
2066807511,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6125,6000,0,1540,1497.96,1467.39,0,376.63,2588.47,0
2066807512,1,01,2,5,1,1,2,,,,,,,,,2,1,0,1,0, , ,1,0,1,0, , ,4500,1500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,19500,38920,0,7500,4769.02,9518.47,0,1834.23,12452.28,0
2066807512,1,03,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,1800,150000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,3,60000,12600,0,8800,14673.91,3081.52,0,2152.17,15601.3,0
2066807813,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,1000,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4900,0,4500,0,1204.91,0,1106.55,97.37,0
