folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
0762589206,1,01,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,4100,3000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,4570,5895,0,3000,1129.94,1457.55,0,741.75,1845.49,0
0762589407,1,01,1,4,1,,2,,,,,,,,,6,3,3,0,1,1,0,0, , ,2,2,0, ,30000,2, , , , , , , , ,6000,02, ,,1,2011,4,2400, , , , , , ,2,4,38500,8925,0,3615,9415.76,2182.74,0,884.1,10711.95,0
0762589408,1,01,1,4,1,,2,,,,,,,,,6,4,4,0,2,2,0,2,2,0,0, , , ,10000,2, , , , , , , , ,6000,02, ,,1,2011,4,2400, , , , , , ,2,4,4300,16300,0,5630,1051.63,3986.41,0,1376.9,3659.67,0
0762589408,2,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , ,6000,02, ,,1,2011,4,2400, , , , , , ,2,4,300,2950,0,480,73.36,721.46,0,117.39,674.99,0
0762589409,1,02,2,4,1,,2,,,,,,,,,6,3,3,0,2,2,0,1,1,0,0, , , ,10000,2, , , , , , , , ,6000,02, ,,1,2011,4,2400, , , , , , ,2,4,8000,7450,0,6180,1956.52,1822.01,0,1511.41,2265.65,0
0762589410,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,0, , ,0, , ,2,2,0, ,1500,2, , , , , , , , ,6000,02, ,,1,2011,4,5400, , , , , , ,2,4,12500,8430,0,6300,3057.06,2061.68,0,1540.76,3577.49,0
0762589412,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,12000,2, , , , , , , , ,6000,02, ,,1,2011,4,2400, , , , , , ,2,4,7500,5110,2100,3420,1834.23,1249.72,513.58,836.41,2758.69,0
0762589412,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,1500,320,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,600,2135,0,425,146.73,522.14,0,103.94,563.47,0
0762589613,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1056,9000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12000,12132,0,5075,2950.81,2983.27,0,1247.95,4685.9,0
0762589613,2,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1200,420000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,26000,18640,0,4270,6393.44,4583.6,0,1049.99,9926.55,0
0762589614,1,01,2,4,1,,2,,,,,,,,,6,4,4,0,3,3,0,1,1,0,0, , ,1800,48000,2, , , , , , , , , ,, ,,1,2011,4,3600, , , , , , ,2,4,38000,22750,0,11600,9344.26,5594.26,0,2852.45,12083.6,0
0762589615,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,280,9100,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,8959,0,9040,0,2203.03,0,2222.95,0,17.7
0762589616,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,2200,25500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,10500,10508,0,8300,2581.96,2583.93,0,2040.98,3124.91,0
0762589617,1,01,2,4,1,,2,,,,,,,,,6,8,8,0,8,8,0,0, , ,0, , ,1504,3500,2, , , , , , , , , ,, ,,1,2011,4,3600, , , , , , ,2,4,8050,4130,0,3640,1979.5,1015.57,0,895.08,2098.03,0
0762589617,1,01,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2800,150,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,750,2140,0,1850,184.42,526.22,0,454.91,253.77,0
0762589618,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , ,2520,55000,2, , , , , , , , , ,, ,,1,2011,4,3600, , , , , , ,2,4,24000,7855,0,14650,5901.63,1931.55,0,3602.45,4228.52,0
0762589618,2,01,2,4,1,,2,,,,,,,,,6,3,3,0,2,2,0,1,1,0,0, , , ,37000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,10000,4660,0,7000,2459.01,1145.9,0,1721.31,1882.62,0
0762589919,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,15000,2, , , , , , , , ,6000,02, ,,1,2011,4,7200, , , , , , ,2,4,7000,11216,0,2040,1711.95,2743.04,0,498.91,3956.08,0
0762589919,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,2150,2350,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,5600,1372,0,0,1369.56,335.54,0,0,1705.1,0
0762589920,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , ,1400,2, , , , , , , , ,6000,02, ,,1,2011,4,7200, , , , , , ,2,4,0,1626,0,70,0,397.66,0,17.11,378.58,0
0762589920,1,03,2,4,1,,2,,,,,,,,,6,2,2,0,2,2,0,0, , ,0, , , ,4200,2, , , , , , , , ,6000,02, ,,1,2011,4,7200, , , , , , ,2,4,0,4500,0,2900,0,1100.54,0,709.23,390.32,0
0762589921,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,16000,2, , , , , , , , ,7000,02, ,,2, , , , , , , , , ,2,4,2000,9990,0,4600,489.13,2443.2,0,1124.99,1804.89,0
0762589922,1,03,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,2500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,100,2550,0,780,24.45,623.64,0,190.76,454.89,0
0762589922,2,01,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,0, , ,1,1,0, ,3000,1, , , , , , , ,2400, ,, ,,2, , , , , , , , , ,2,4,0,3000,0,200,0,733.69,0,48.91,683.8,0
0762589923,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,1,1,0,0, , ,0, , , ,12000,2, , , , , , , , ,6000,02, ,,1,2011,4,7200, , , , , , ,2,4,9550,8785,0,5000,2335.59,2148.5,0,1222.82,3260.54,0
0762589923,2,01,2,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , , ,3500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,800,2900,0,950,195.65,709.23,0,232.33,672.06,0
0762589924,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,10000,2, , , , , , , , ,6000,02, ,,1,2011,4,7200, , , , , , ,2,4,2400,6444,0,1450,586.95,1575.97,0,354.61,1807.82,0
0762590019,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,3450,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,900,11650,0,2000,220.1,2849.18,0,489.13,2579.67,0
0762590019,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,4700,300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1450,500,0,350,354.61,122.28,0,85.59,390.32,0
0762590020,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1750,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,10500,1750,1750,1800,2567.93,427.98,427.98,440.21,2981.73,0
0762590020,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2650,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2150,900,0,300,525.81,220.1,0,73.36,672.06,0
0762590021,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,3500,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,20500,5650,0,4500,5013.58,1381.79,0,1100.54,5294.34,0
0762590021,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2700,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3500,925,0,400,855.97,226.22,0,97.82,983.15,0
0762590022,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1500,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12500,2500,1000,1800,3057.06,611.41,244.56,440.21,3471.84,0
0762590023,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,4000,7000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,9200,3400,0,3200,2249.99,831.52,0,782.6,2297.93,0
0762590023,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,6100,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4550,1600,0,750,1112.77,391.3,0,183.42,1320.65,0
0762590024,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,5500,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,16200,400,0,3000,3961.95,97.82,0,733.69,3325.1,0
0762590024,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5050,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3750,1050,0,500,917.11,256.79,0,122.28,1050.65,0
0762590301,1,02,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,2700,150,0,0,660.32,36.68,0,0,695.54,0
0762590301,1,02,2,6,1,,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1885,65,0,0,461,15.89,0,0,475.43,0
0762590302,1,02,1,4,1,,2,,,,,,,,,6,3,2,1,1,1,0,2,1,1,0, , , ,2500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1600,5550,0,1190,391.3,1357.33,0,291.03,1455.65,0
0762590303,1,01,1,6,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1200,0,0,48,293.47,0,0,11.73,281.73,0
0762590304,1,01,2,4,1,,2,,,,,,,,,6,4,3,1,0, , ,4,3,1,0, , ,1110,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,5000,6800,0,440,1222.82,1663.04,0,107.6,2776.3,0
0762590304,1,02,2,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,4150,7000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,41650,0,1139,0,10186.14,0,278.55,9904.89,0
0762590306,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1680,2500,2, , , , , , , , ,6000,01, ,,2, , , , , , , , , ,2,4,1050,16285,0,600,256.79,3982.74,0,146.73,4091.08,0
0762590507,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,5520,23000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,74000,12580,0,1300,18097.82,3076.63,0,317.93,20854.56,0
0762590507,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,6150,2400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,7000,6650,0,1700,1711.95,1626.35,0,415.76,2920.1,0
0762590508,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,6000,13000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,27300,16240,0,1150,6676.63,3971.73,0,281.24,10365.65,0
0762590508,1,02,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,65300,4240,0,6480,15970.1,1036.95,0,1584.78,15422.28,0
0762590509,1,01,1,4,1,,2,,,,,,,,,6,2,2,0,0, , ,0, , ,2,2,0,12000,26000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,108000,30880,0,7155,26413.04,7552.17,0,1749.86,32215.1,0
0762590509,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5950,1300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,7450,4790,0,4780,1822.01,1171.46,0,1169.02,1822.49,0
0762590509,1,04,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,3500,1450,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3550,2400,0,1600,868.2,586.95,0,391.3,1062.39,0
0762590510,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,0, , ,2,2,0,0, , ,6000,23600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,36400,20080,0,830,8902.17,4910.86,0,202.98,13608.58,0
0762590511,1,01,1,4,1,,2,,,,,,,,,1,2,2,0,0, , ,2,2,0,0, , ,6400,12000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,22000,11175,0,1800,5380.43,2733.01,0,440.21,7671.52,0
0762590511,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,7630,4040,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,8700,8550,0,7200,2127.71,2091.03,0,1760.86,2456.41,0
0762590512,1,01,2,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , ,6800,18000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,22370,0,860,0,5470.92,0,210.32,5259.13,0
0762590713,1,02,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3750,750,0,0,922.13,184.42,0,0,1106.55,0
0762590713,1,02,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,5650, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,6750,0,0,0,1659.83,0,0,1658.36,0
0762590714,1,02,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,2550, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,7200,0,1150,0,1770.49,0,282.78,1487.21,0
0762590715,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,6500,0,1100,0,1598.36,0,270.49,1327.86,0
0762591019,1,02,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,3420,6055,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,5120,3205,0,0,1252.17,783.83,0,0,2033.8,0
0762591019,1,03,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,600,5550,0,0,146.73,1357.33,0,0,1502.6,0
0762591021,1,03,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,275,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,500,5930,0,0,122.28,1450.27,0,0,1570.1,0
0762591022,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,500,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,400,5680,0,140,97.82,1389.13,0,34.23,1452.71,0
0762591022,1,02,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,3200,300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,3550,3550,0,0,868.2,868.2,0,0,1734.45,0
0762591023,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,250,12000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,10100,4350,0,700,2470.1,1063.85,0,171.19,3360.32,0
0762591024,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,263,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,10500,3138,0,550,2567.93,767.44,0,134.51,3198.91,0
0762591302,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,6000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5650,0,250,0,1381.79,0,61.14,1320.65,0
0762591304,1,01,1,4,1,,2,,,,,,,,,1,1,0,1,0, , ,1,0,1,0, , ,250,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6750,5715,0,2300,1650.81,1397.69,0,562.49,2485.76,0
0762591306,1,01,1,4,1,,2,,,,,,,,,1,5,1,4,0, , ,5,1,4,0, , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5900,0,500,0,1442.93,0,122.28,1320.65,0
0762591508,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,0, , ,1,1,0,0, , ,12215,50000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,50000,24750,0,3500,12228.26,6052.98,0,855.97,17423.8,0
0762591508,1,01,1,5,1,1,2,,,,,,,,,2,1,1,0,0, , ,1,1,0,0, , ,9700,1000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4000,27640,0,8400,978.26,6759.78,0,2054.34,5681.73,0
0762591509,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,0, , ,1,1,0,0, , ,3015,20000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,28000,14250,0,3000,6847.82,3485.05,0,733.69,9596.73,0
0762591509,1,01,1,5,1,1,2,,,,,,,,,2,0, , , , , , , , , , , ,5850,2000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,15750,0,1500,0,3851.9,0,366.84,3483.58,0
0762591510,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , ,3025,20000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,24000,5950,0,1200,5869.56,1455.16,0,293.47,7028.8,0
0762591511,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,7820,40000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,18200,0,1050,0,4451.08,0,256.79,4193.8,0
0762591512,1,01,1,4,1,,2,,,,,,,,,2,1,1,0,0, , ,1,1,0,0, , ,1220,20000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,26100,0,3000,0,6383.15,0,733.69,5649.45,0
0762591512,1,02,1,5,1,2,2,,,,,,,,,1,0, , , , , , , , , , , ,1800,525,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5850,0,0,0,1430.7,0,0,1429.23,0
0762591813,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,5000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,36000,3200,0,2000,8852.45,786.88,0,491.8,9147.54,0
0762591814,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,1,1,0,0, , ,0, , , ,4000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,6150,1600,0,3000,1512.29,393.44,0,737.7,1165.57,0
0762591817,1,03,1,4,1,,2,,,,,,,,,1,1,1,0,0, , ,1,1,0,0, , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,4100,1400,0,1500,1008.19,344.26,0,368.85,982.62,0
0762592201,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,1000,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,800,5130,0,700,197.8,1268.4,0,173.07,1290.65,0
0762592202,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,1600,1200,2, , , , , , , , ,5000,05, ,,2, , , , , , , , , ,2,4,0,6400,0,450,0,1582.41,0,111.26,1468.68,0
0762592202,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,5200,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,3800,0,0,0,939.56,0,0,937.58,0
0762592203,1,01,1,4,1,,2,,,,,,,,,6,3,3,0,0, , ,3,3,0,0, , ,1840,700,2, , , , , , , , ,6000,05, ,,2, , , , , , , , , ,2,4,0,5300,0,1400,0,1310.43,0,346.15,964.28,0
0762592204,1,01,2,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , ,760,2500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,8800,0,3000,0,2175.82,0,741.75,1433.07,0
0762592204,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,6500,280,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,4500,0,3000,0,1112.63,0,741.75,370.87,0
0762592205,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,8000,400,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,14200,0,4400,0,3510.98,0,1087.91,2421.09,0
0762592205,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,26200,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,21000,0,0,0,5192.3,0,0,5192.3,0
0762592206,1,01,2,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , ,286,500,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2925,0,1340,0,723.21,0,331.31,391.64,0
0762592206,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,7900,250,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,5000,0,700,0,1236.26,0,173.07,1062.19,0
0762592408,1,02,1,4,1,,2,,,,,,,,,7,1,0,1,0, , ,1,0,1,0, , ,1000,1200,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,200,0,330,0,48.91,0,80.7,0,29.34
0762592410,1,01,1,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , ,2700, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,1665,0,120,0,407.2,0,29.34,375.65,0
0762592411,1,01,1,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , ,200,800,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,2870,0,1200,0,701.9,0,293.47,407.93,0
0762592412,1,01,1,4,1,,2,,,,,,,,,7,0, , , , , , , , , , , ,500, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,9000,0,890,0,2201.08,0,217.66,1980.97,0
0762592713,1,01,1,4,1,,1,,,,,,,,8,,0, , , , , , , , , , , , , ,2, , , , , , , , ,6000,04, ,,1,2011,4,3600, , , , , , ,2,4,150,12940,50,580,36.88,3181.96,12.29,142.62,3086.55,0
0762592713,1,02,1,5,1,1,1,,,,,,,,8,,0, , , , , , , , , , , ,6750,525,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1750,4875,750,0,430.32,1198.77,184.42,0,1811.8,0
0762592714,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,3000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,13300,14063,0,1200,3270.49,3458.11,0,295.08,6432.78,0
0762592714,1,02,1,5,1,1,1,,,,,,,,8,,0, , , , , , , , , , , ,15900,150,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,12100,43300,4650,7700,2975.4,10647.54,1143.44,1893.44,12871.47,0
0762592716,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,28000,1, , , ,7200, , , , , ,, ,,1,2011,4,7200, , , , , , ,2,4,23315,22060,0,1160,5733.19,5424.59,0,285.24,10870.81,0
0762592716,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,18100,900,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,5140,9676,0,500,1263.93,2379.34,0,122.95,3520.32,0
0762592717,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,480,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,1920,480,0,0,472.13,118.03,0,0,590.16,0
0762592717,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,3350, ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,390,990,0,0,95.9,243.44,0,0,339.34,0
0762592718,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,30000,16200,0,12720,7377.04,3983.6,0,3127.86,8232.78,0
0762592718,1,01,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , ,110000,24000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,26000,17000,0,60,6393.44,4180.32,0,14.75,10558.03,0
0762592919,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,10000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,2,8000,12850,0,2525,1956.52,3142.66,0,617.52,4481.41,0
0762592919,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,14200,13275,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,15322,0,2130,0,3747.22,0,520.92,3225.32,0
0762592920,1,01,1,4,1,,2,,,,,,,,,1,1,1,0,0, , ,1,1,0,0, , , ,8000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,11800,29250,0,1800,2885.86,7153.53,0,440.21,9596.73,0
0762592920,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,3200,2250,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,11760,0,960,0,2876.08,0,234.78,2641.3,0
0762592921,1,01,1,4,1,,2,,,,,,,,,1,0, , , , , , , , , , , , ,7200,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,43400,14450,0,940,10614.13,3533.96,0,229.89,13916.73,0
0762592921,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2500,1300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,7350,0,440,0,1797.55,0,107.6,1687.49,0
0762592922,1,01,1,4,1,,2,,,,,,,,,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,40000,16770,0,540,9782.6,4101.35,0,132.06,13749.45,0
0762592922,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,2200,600,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,12540,0,260,0,3066.84,0,63.58,3002.28,0
0762592923,1,02,1,5,1,1,2,,,,,,,,,6,0, , , , , , , , , , , ,12400,2300,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,14220,0,2700,0,3477.71,0,660.32,2817.39,0
0762592924,1,01,1,4,1,,2,,,,,,,,,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , ,6000,03, ,,1,2011,4,3000, , , , , , ,2,4,41000,19200,0,2000,10027.17,4695.65,0,489.13,14233.69,0
0762592924,1,02,1,5,1,1,2,,,,,,,,,1,0, , , , , , , , , , , ,6000,2250,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,11850,0,300,0,2898.09,0,73.36,2823.26,0
0762593201,1,01,1,4,1,,2,,,,,,,,,5,1,1,0,0, , ,1,1,0,0, , , ,3000,2, , , , , , , , ,6200,02, ,,2, , , , , , , , , ,2,4,19750,11250,0,1000,4883.24,2781.59,0,247.25,7417.58,0
0762593202,1,01,1,4,1,,2,,,,,,,,,2,0, , , , , , , , , , , , ,5000,2, , , , , , , , ,6000,03, ,,2, , , , , , , , , ,2,4,93000,16100,0,4000,22994.5,3980.76,0,989.01,25985.27,0
0762593202,1,01,1,5,1,2,2,,,,,,,,,6,0, , , , , , , , , , , , ,30000,2, , , , , , , , , ,, ,,2, , , , , , , , , ,2,4,0,0,0,150,0,0,0,37.08,0,35.6
