folioviv,foliohog,numren,id_trabajo,tipoact,clave,gasto
1364633408,1,02,2,5,C08,320
1364633408,1,02,2,5,C07,14000
1364633408,1,02,2,5,C00,15520
1364633613,1,01,2,4,B14,3300
1364633613,1,01,2,4,B00,3300
1364633615,1,02,1,5,C08,16800
1364633615,1,02,1,5,C00,18800
1364633615,1,02,1,5,C09,400
1364633615,1,02,1,5,C03,1600
1364633921,1,01,1,5,C00,11500
1364633921,1,01,1,5,C01,3000
1364633921,1,01,1,5,C08,5000
1364633921,1,01,1,5,C09,500
1364633921,1,01,1,5,C10,3000
1364634020,1,01,2,5,C00,9150
1364634020,1,01,2,5,C08,9100
1364634020,1,01,2,5,C10,50
1364634023,1,01,2,4,B02,1000
1364634023,1,01,2,4,B00,2200
1364634023,1,01,2,5,C00,11300
1364634023,1,01,2,5,C07,1300
1364634023,1,01,2,5,C08,4800
1364634023,1,01,2,5,C19,5000
1364634023,1,01,2,4,B07,1200
1364634023,1,01,2,5,C10,200
1364634024,1,03,1,5,C10,315
1364634024,1,03,1,5,C08,1820
1364634024,1,03,1,5,C00,2135
1364634301,1,01,1,5,C19,2410
1364634301,1,01,1,5,C00,25460
1364634301,1,01,1,5,C01,6000
1364634301,1,01,1,5,C08,15000
1364634301,1,01,1,5,C13,250
1364634301,1,01,1,5,C10,1800
1364635020,1,01,1,4,B11,4000
1364635020,1,01,1,4,B10,3000
1364635020,1,01,1,4,B00,7000
1364635024,1,01,1,4,B00,10000
1364635024,1,01,1,4,B11,10000
1364636019,1,01,1,4,B06,2880
1364636019,1,01,1,4,B07,3000
1364636019,1,01,1,4,B09,2400
1364636019,1,01,1,4,B15,5400
1364636019,1,01,1,5,C00,3575
1364636019,1,01,1,5,C08,3000
1364636019,1,01,1,5,C10,575
1364636019,1,01,1,4,B00,13680
1364636020,1,01,1,5,C00,300
1364636020,1,01,1,4,B15,1500
1364636020,1,01,1,4,B09,300
1364636020,1,01,1,4,B07,60
1364636020,1,01,1,4,B06,3600
1364636020,1,01,1,4,B00,5460
1364636020,1,01,1,5,C10,300
1364636021,1,01,1,4,B03,3600
1364636021,1,01,1,4,B00,10920
1364636021,1,01,1,4,B15,1800
1364636021,1,01,1,4,B09,720
1364636021,1,01,1,4,B05,3600
1364636021,1,01,1,4,B06,1200
1364636022,1,01,2,4,B07,200
1364636022,1,01,2,4,B05,300
1364636022,1,01,2,4,B00,500
1364636024,1,01,1,4,B00,5776
1364636024,1,01,1,4,B03,1600
1364636024,1,01,1,4,B06,3600
1364636024,1,01,1,4,B07,96
1364636024,1,01,1,4,B09,480
1364636024,1,01,1,5,C00,500
1364636024,1,01,1,5,C10,500
1364636301,1,01,2,5,C10,120
1364636301,1,01,2,5,C00,510
1364636301,1,01,2,4,B09,180
1364636301,1,01,2,4,B02,1800
1364636301,1,01,2,4,B00,1980
1364636301,1,01,2,5,C19,390
1364636302,1,01,1,5,C00,1150
1364636302,1,01,1,5,C10,800
1364636302,1,01,1,4,B15,11500
1364636302,1,01,1,4,B11,200
1364636302,1,01,1,4,B09,650
1364636302,1,01,1,4,B07,11300
1364636302,1,01,1,5,C09,350
1364636302,1,01,1,4,B00,30850
1364636302,1,01,1,4,B02,7200
1364636303,1,01,2,5,C10,200
1364636303,1,01,2,5,C08,7400
1364636303,1,01,2,5,C00,7600
1364636303,1,01,2,4,B11,320
1364636303,1,01,2,4,B09,800
1364636303,1,01,2,4,B07,2400
1364636303,1,01,2,4,B02,2200
1364636303,1,01,2,4,B00,6220
1364636303,1,01,2,4,B03,500
1364636305,1,02,1,4,B02,2160
1364636305,1,02,1,4,B09,320
1364636305,1,02,1,4,B10,200
1364636305,1,02,1,4,B00,2680
1364636608,1,01,1,4,B09,5000
1364636608,1,01,1,4,B07,5000
1364636608,1,01,1,4,B02,6000
1364636608,1,01,1,4,B00,21000
1364636608,1,01,1,4,B15,2000
1364636608,1,01,1,4,B11,2000
1364636608,1,01,1,4,B10,1000
1364636611,1,01,1,4,B00,26000
1364636611,1,01,1,4,B11,3000
1364636611,1,01,1,4,B09,11000
1364636611,1,01,1,4,B07,6000
1364636611,1,01,1,4,B02,6000
1364636814,1,01,1,4,B10,300
1364636814,1,01,1,4,B00,1400
1364636814,1,01,1,4,B02,900
1364636814,1,01,1,4,B11,200
1364637203,1,01,2,5,C10,150
1364637203,1,01,2,5,C08,9936
1364637203,1,01,2,5,C07,1100
1364637203,1,01,2,5,C00,11186
1364637205,1,01,2,4,B00,156800
1364637205,1,01,2,4,B15,2400
1364637205,1,01,2,4,B11,400
1364637205,1,01,2,4,B10,2000
1364637205,1,01,2,4,B06,2000
1364637205,1,01,2,4,B05,150000
1364637615,1,02,1,4,B00,43800
1364637615,1,02,1,4,B01,10000
1364637615,1,02,1,4,B02,1000
1364637615,1,02,1,4,B07,1400
1364637615,1,02,1,4,B15,14400
1364637615,1,02,1,4,B14,1000
1364637615,1,02,1,4,B10,16000
1364637923,1,02,1,4,B00,1300
1364637923,1,02,1,4,B11,900
1364637923,1,02,1,4,B09,400
1364638203,1,03,1,4,B08,500
1364638203,1,03,1,4,B00,500
1364638408,1,01,1,4,B07,500
1364638408,1,02,1,5,C00,1800
1364638408,1,02,1,5,C08,1800
1364638408,1,01,1,4,B01,5000
1364638408,1,01,1,4,B00,6250
1364638408,1,01,1,4,B15,750
1364638819,1,01,2,5,C00,3600
1364638819,1,01,2,5,C08,3600
1364638821,1,01,1,5,C00,10800
1364638821,1,01,1,4,B03,800
1364638821,1,01,1,5,C08,10800
1364638821,1,01,1,4,B00,800
1364639511,1,01,1,4,B00,8550
1364639511,1,01,1,4,B06,6000
1364639511,1,01,1,4,B11,600
1364639511,1,01,1,4,B10,900
1364639511,1,01,1,4,B15,500
1364639511,1,01,1,4,B07,300
1364639511,1,01,1,4,B09,250
1364639921,1,01,1,5,C01,300
1364639921,1,01,1,5,C00,625
1364639921,1,01,1,5,C10,325
1364640201,1,02,1,4,B00,8560
1364640201,1,02,1,4,B15,3600
1364640201,1,02,1,4,B11,2000
1364640201,1,02,1,4,B09,760
1364640201,1,02,1,4,B02,2200
1364640718,1,01,1,5,C07,5400
1364640718,1,01,1,5,C08,7200
1364640718,1,01,1,4,B02,6000
1364640718,1,01,1,5,C00,13600
1364640718,1,01,1,4,B11,500
1364640718,1,01,1,4,B00,6500
1364640718,1,01,1,5,C10,1000
1364641402,1,02,2,5,C00,390
1364641402,1,02,2,5,C08,390
1364641403,1,03,2,5,C10,1000
1364641403,1,03,2,5,C08,6000
1364641403,1,03,2,5,C00,7000
1364642301,1,01,1,4,B07,3200
1364642301,1,01,1,4,B02,1200
1364642301,1,01,1,5,C09,2650
1364642301,1,01,1,5,C08,12000
1364642301,1,01,1,5,C07,240
1364642301,1,01,1,5,C01,16000
1364642301,1,01,1,4,B10,4000
1364642301,1,01,1,4,B00,20400
1364642301,1,01,1,5,C00,30890
1364642301,1,01,1,4,B11,12000
1364642302,1,01,2,4,B00,19100
1364642302,1,01,2,4,B02,2400
1364642302,1,01,2,4,B07,3500
1364642302,1,01,2,4,B10,1800
1364642302,1,01,2,5,C08,4000
1364642302,1,01,2,4,B15,9600
1364642302,1,01,2,5,C00,10800
1364642302,1,01,2,5,C01,6000
1364642302,1,01,2,5,C09,800
1364642302,1,01,2,4,B11,1800
1364642303,1,01,1,4,B00,51000
1364642303,1,01,1,5,C09,5000
1364642303,1,01,1,5,C08,1572
1364642303,1,01,1,4,B10,4000
1364642303,1,01,1,4,B15,24000
1364642303,1,01,1,5,C00,6572
1364642303,1,01,1,4,B02,3000
1364642303,1,01,1,4,B07,10000
1364642303,1,01,1,4,B09,10000
1364642305,1,01,2,5,C00,5270
1364642305,1,01,2,5,C07,1600
1364642305,1,01,2,5,C08,3600
1364642305,1,01,2,5,C10,70
1364642612,1,01,2,5,C19,500
1364642612,1,01,1,4,B10,1500
1364642612,1,01,1,4,B11,1200
1364642612,1,01,1,4,B00,5800
1364642612,1,01,1,4,B07,3000
1364642612,1,01,2,5,C13,150
1364642612,1,01,2,5,C00,650
1364642612,1,01,1,4,B13,100
1364643303,1,01,1,4,B00,140
1364643303,1,01,1,4,B07,140
1364643508,1,01,2,5,C01,8100
1364643508,1,01,2,5,C08,2580
1364643508,1,01,2,5,C00,14280
1364643508,1,01,2,5,C19,600
1364643508,1,01,2,5,C10,3000
1364643509,1,01,1,5,C08,4320
1364643509,1,01,1,5,C00,4370
1364643509,1,01,1,5,C07,50
1364643919,1,01,2,4,B02,300
1364643919,1,01,2,4,B00,300
1364643922,1,01,2,4,B00,50
1364643922,1,01,2,5,C00,2400
1364643922,1,01,2,4,B07,50
1364643922,1,01,2,5,C08,2000
1364643922,1,01,2,5,C10,400
1364643924,1,01,2,5,C00,13200
1364643924,1,01,2,5,C10,1200
1364643924,1,01,2,5,C08,12000
1364646024,1,02,1,4,B10,1000
1364646024,1,02,1,4,B00,1000
1364646306,1,01,2,4,B00,1400
1364646306,1,01,2,4,B10,800
1364646306,1,01,2,4,B15,600
1364646818,1,01,1,4,B14,300
1364646818,1,01,1,4,B15,14000
1364646818,1,01,1,4,B07,3300
1364646818,1,01,1,4,B00,17600
1364648019,1,01,1,4,B11,600
1364648019,1,01,1,4,B00,2600
1364648019,1,01,1,4,B07,2000
1364649201,1,01,1,5,C06,6000
1364649201,1,01,1,5,C00,23600
1364649201,1,01,1,4,B01,3000
1364649201,1,01,1,4,B00,5260
1364649201,1,01,1,5,C08,17600
1364649201,1,01,1,4,B02,1500
1364649201,1,01,1,4,B07,560
1364649201,1,01,1,4,B09,200
1364649203,1,02,1,5,C00,2720
1364649203,1,02,1,5,C08,2080
1364649203,1,02,1,5,C09,250
1364649203,1,02,1,5,C12,390
1364649203,1,02,1,4,B02,300
1364649203,1,02,1,4,B07,200
1364649203,1,02,1,4,B00,500
1364649509,1,01,2,5,C01,13000
1364649509,1,01,2,5,C10,4000
1364649509,1,01,2,5,C19,900
1364649509,1,01,2,5,C00,140900
1364649509,1,01,2,5,C09,3000
1364649509,1,01,2,5,C08,120000
1364649510,1,01,1,5,C06,10000
1364649510,1,01,1,5,C00,185550
1364649510,1,01,1,4,B09,5040
1364649510,1,01,1,4,B06,6000
1364649510,1,01,1,4,B04,2000
1364649510,1,01,1,4,B00,13040
1364649510,1,01,1,5,C10,5650
1364649510,1,05,1,5,C19,300
1364649510,1,01,1,5,C08,164400
1364649510,1,01,1,5,C09,1500
1364649510,1,05,1,5,C10,500
1364649510,1,05,1,5,C09,1800
1364649510,1,05,1,5,C08,18000
1364649510,1,05,1,5,C00,20600
1364649510,1,05,1,4,B09,14400
1364649510,1,05,1,4,B00,14400
1364649510,1,01,1,5,C19,4000
1364649511,1,02,1,4,B00,18000
1364649511,1,02,1,4,B09,18000
1364649511,1,02,1,5,C00,72200
1364649511,1,02,1,5,C08,54200
1364649511,1,02,1,5,C09,4500
1364649511,1,02,1,5,C10,12000
1364649511,1,02,1,5,C19,1500
1364649512,1,01,1,5,C10,4800
1364649512,1,01,1,5,C19,500
1364649512,1,01,1,4,B09,600
1364649512,1,01,1,4,B10,1500
1364649512,1,01,1,5,C00,42500
1364649512,1,01,1,5,C08,36000
1364649512,1,01,1,4,B00,9100
1364649512,1,01,1,4,B03,3000
1364649512,1,01,1,4,B07,4000
1364649512,1,01,1,5,C09,1200
1364649713,1,01,2,5,C08,9000
1364649713,1,01,2,5,C00,9000
1364649714,1,01,1,5,C01,36000
1364649714,1,01,1,5,C00,47580
1364649714,1,01,1,5,C09,400
1364649714,1,01,1,5,C10,9180
1364649714,1,01,1,5,C19,2000
1364649715,1,01,1,5,C19,8200
1364649715,1,01,1,5,C01,20000
1364649715,1,01,1,5,C00,77300
1364649715,1,01,1,5,C06,20800
1364649715,1,01,1,5,C08,20800
1364649715,1,01,1,5,C10,7500
1364649919,1,01,1,5,C10,6000
1364649919,1,01,1,5,C09,6000
1364649919,1,01,1,5,C08,288000
1364649919,1,01,1,5,C06,48000
1364649919,1,01,1,5,C02,30000
1364649919,1,01,1,5,C00,378000
1364649920,1,01,1,5,C09,3600
1364649920,1,01,1,5,C00,191000
1364649920,1,01,1,5,C08,182400
1364649920,1,01,1,5,C10,5000
1364649921,1,01,1,5,C10,5000
1364649921,1,01,1,5,C09,2800
1364649921,1,01,1,5,C00,11800
1364649921,1,01,1,5,C08,4000
1364650019,1,01,2,4,B15,5600
1364650019,1,01,2,4,B10,500
1364650019,1,01,2,4,B00,7100
1364650019,1,01,2,4,B11,1000
1364650019,1,02,1,5,C00,700
1364650019,1,02,1,5,C07,100
1364650019,1,02,1,5,C08,600
1364650020,1,01,1,4,B00,3680
1364650020,1,01,1,4,B07,280
1364650020,1,01,1,4,B10,500
1364650020,1,01,1,4,B11,500
1364650020,1,01,1,4,B15,2400
1364650020,1,01,1,5,C00,8500
1364650020,1,01,1,5,C07,6000
1364650020,1,01,1,5,C08,2000
1364650020,1,01,1,5,C10,500
1364650021,1,01,1,4,B00,2960
1364650021,1,01,1,4,B07,60
1364650021,1,01,1,4,B15,2400
1364650021,1,01,1,4,B11,500
1364650022,1,01,1,4,B15,720
1364650022,1,01,1,4,B00,870
1364650022,1,01,1,4,B07,150
1364650023,1,01,1,5,C08,645
1364650023,1,01,1,5,C07,1300
1364650023,1,01,1,4,B00,150
1364650023,1,01,1,4,B07,150
1364650023,1,01,1,5,C00,1945
1364650024,1,06,2,4,B07,600
1364650024,1,06,2,4,B00,720
1364650024,1,06,2,5,C08,400
1364650024,1,06,2,5,C07,200
1364650024,1,06,2,5,C00,600
1364650024,1,06,2,4,B11,120
1364650402,1,01,1,4,B00,3000
1364650402,1,01,1,4,B15,3000
1364650403,1,01,1,4,B00,1800
1364650403,1,01,1,4,B15,1800
1364650404,1,01,2,4,B00,1000
1364650404,1,01,2,4,B11,1000
1364650406,1,01,1,4,B00,1400
1364650406,1,01,1,4,B15,1080
1364650406,1,01,1,4,B11,120
1364650406,1,01,1,4,B07,200
1364650608,1,02,1,5,C10,1500
1364650608,1,02,1,5,C08,1600
1364650608,1,02,1,5,C00,6100
1364650608,1,02,1,5,C09,3000
1364650609,1,01,2,4,B00,700
1364650609,1,01,2,4,B07,100
1364650609,1,01,2,4,B11,600
1364650609,1,01,2,5,C00,300
1364650609,1,01,2,5,C08,300
1364650610,1,01,1,5,C07,1200
1364650610,1,01,1,5,C00,1800
1364650610,1,01,1,5,C08,500
1364650610,1,01,1,4,B00,700
1364650610,1,01,1,4,B07,100
1364650610,1,01,1,4,B11,600
1364650610,1,01,1,5,C10,100
1364650611,1,03,1,4,B07,100
1364650611,1,03,1,4,B10,500
1364650611,1,03,1,4,B11,400
1364650611,1,03,1,5,C00,2400
1364650611,1,03,1,5,C08,1000
1364650611,1,03,1,5,C10,200
1364650611,1,03,1,4,B00,1000
1364650611,1,03,1,5,C07,1200
1364650818,1,01,2,5,C07,90000
1364650818,1,01,2,5,C00,101700
1364650818,1,01,2,5,C08,9200
1364650818,1,01,2,5,C10,500
1364650818,1,01,2,5,C09,2000
1364651303,1,03,1,4,B07,135
1364651303,1,03,1,4,B00,285
1364651303,1,03,1,4,B15,150
1364651304,1,01,1,4,B00,525
1364651304,1,01,1,4,B03,525
1364651306,1,01,1,4,B00,450
1364651306,1,01,1,4,B07,350
1364651306,1,01,1,4,B10,100
1364651507,1,01,1,4,B21,800
1364651507,1,01,1,4,B00,800
1364651508,1,01,2,4,B21,120
1364651508,1,01,2,4,B00,120
1364651510,1,02,1,4,B00,12300
1364651510,1,02,1,4,B07,200
1364651510,1,02,1,4,B21,12100
1364651714,1,02,1,4,B15,3000
1364651714,1,02,1,4,B00,3000
1364651715,1,01,1,4,B10,200
1364651715,1,01,1,4,B15,7500
1364651715,1,01,1,4,B00,7700
1364651716,1,02,1,5,C00,1000
1364651716,1,02,1,5,C08,1000
1364651717,1,01,1,4,B11,1000
1364651717,1,01,1,4,B00,1000
1364651717,1,01,1,5,C08,2000
1364651717,1,01,1,5,C00,2000
1364651718,1,01,1,4,B10,1000
1364651718,1,01,1,4,B07,500
1364651718,1,01,1,4,B00,1500
1364651919,1,01,1,5,C00,5000
1364651919,1,01,1,5,C10,200
1364651919,1,01,1,5,C01,4800
1364651920,1,02,1,5,C00,4185
1364651920,1,02,1,5,C08,4185
1364651921,1,02,1,5,C08,4212
1364651921,1,02,1,5,C00,4212
1364651922,1,07,1,5,C08,3376
1364651922,1,07,1,5,C00,3376
1364651923,1,05,1,4,B07,240
1364651923,1,05,1,4,B00,240
1364651923,1,02,1,5,C10,660
1364651923,1,02,1,5,C08,10680
1364651923,1,02,1,5,C00,11340
1364652019,1,02,1,5,C08,720
1364652019,1,01,2,4,B21,1000
1364652019,1,02,1,5,C00,720
1364652019,1,01,2,4,B00,2300
1364652019,1,01,2,4,B15,1300
1364652020,1,01,1,4,B15,1800
1364652020,1,01,1,4,B00,1850
1364652020,1,01,1,4,B07,50
1364652021,1,01,2,4,B07,120
1364652021,1,01,2,4,B00,120
1364652023,1,01,1,4,B11,100
1364652023,1,01,1,4,B00,100
1364652301,1,01,2,5,C00,3195
1364652301,1,01,2,5,C10,240
1364652301,1,01,2,5,C09,460
1364652301,1,01,2,5,C08,1110
1364652301,1,01,2,4,B00,320
1364652301,1,01,2,4,B07,200
1364652301,1,01,2,4,B11,120
1364652301,1,01,2,5,C07,1385
1364652303,1,01,1,4,B10,400
1364652303,1,01,1,4,B00,980
1364652303,1,01,1,4,B06,500
1364652303,1,01,1,4,B07,80
1364652814,1,01,1,4,B15,6000
1364652814,1,01,1,4,B00,6300
1364652814,1,01,1,4,B07,300
1364652816,1,01,1,5,C00,2600
1364652816,1,01,1,5,C08,2600
1364652817,1,01,1,4,B15,1000
1364652817,1,01,1,4,B00,1000
1364652818,1,01,1,5,C00,2368
1364652818,1,01,1,5,C08,2368
1364653201,1,01,2,4,B06,1200
1364653201,1,01,2,4,B17,4000
1364653201,1,01,2,4,B00,7200
1364653201,1,01,2,4,B07,2000
1364653510,1,02,1,4,B00,200
1364653510,1,02,1,4,B07,200
1364653511,1,04,1,4,B00,400
1364653511,1,04,1,4,B15,400
1364653512,1,01,1,5,C19,1400
1364653512,1,02,1,5,C00,5860
1364653512,1,02,1,5,C08,5000
1364653512,1,02,1,5,C10,860
1364653512,1,01,1,5,C01,26400
1364653512,1,01,1,5,C08,1000
1364653512,1,01,1,5,C10,5000
1364653512,1,01,1,5,C00,33800
1364653715,1,01,1,4,B00,400
1364653715,1,01,1,4,B15,400
1364653717,1,01,1,4,B11,180
1364653717,1,01,1,4,B00,1180
1364653717,1,02,2,5,C08,2160
1364653717,1,02,2,5,C07,90
1364653717,1,01,1,4,B13,1000
1364653717,1,02,2,5,C00,2250
1364656201,1,01,1,4,B00,15200
1364656201,1,01,1,4,B07,200
1364656201,1,01,1,4,B09,7200
1364656201,1,01,1,5,C18,50
1364656201,1,01,1,4,B13,7200
1364656201,1,01,1,5,C00,20050
1364656201,1,01,1,5,C08,20000
1364656201,1,01,1,4,B10,600
1364656202,1,02,1,4,B13,7200
1364656202,1,02,1,4,B20,50
1364656202,1,02,1,5,C00,10400
1364656202,1,02,1,5,C08,10400
1364656202,1,02,1,4,B00,23450
1364656202,1,02,1,4,B09,15600
1364656202,1,02,1,4,B10,600
1364656203,1,01,2,4,B02,1500
1364656203,1,01,2,4,B00,19700
1364656203,1,05,2,5,C10,120
1364656203,1,05,2,5,C08,2000
1364656203,1,05,2,5,C00,2120
1364656203,1,02,1,5,C13,2400
1364656203,1,02,1,5,C11,600
1364656203,1,02,1,5,C10,280
1364656203,1,02,1,5,C09,4000
1364656203,1,02,1,5,C08,12000
1364656203,1,02,1,4,B02,2400
1364656203,1,02,1,5,C00,19280
1364656203,1,02,1,4,B15,2400
1364656203,1,02,1,4,B13,600
1364656203,1,01,2,4,B04,2400
1364656203,1,01,2,4,B06,6000
1364656203,1,01,2,4,B07,2450
1364656203,1,01,2,4,B13,1350
1364656203,1,01,2,4,B15,6000
1364656203,1,02,1,4,B00,5400
1364656203,1,01,2,5,C10,240
1364656203,1,01,2,5,C08,14560
1364656203,1,01,2,5,C00,14800
1364656204,1,02,2,5,C00,2260
1364656204,1,02,2,5,C08,760
1364656204,1,02,2,5,C07,1500
1364656206,1,02,1,5,C07,1000
1364656206,1,02,1,5,C00,11010
1364656206,1,02,1,5,C19,3000
1364656206,1,02,1,5,C10,250
1364656206,1,02,1,5,C08,6760
1364656407,1,01,1,4,B06,300
1364656407,1,01,1,4,B15,800
1364656407,1,01,1,5,C00,3360
1364656407,1,01,1,5,C08,3360
1364656407,1,01,1,4,B00,1100
1364656613,1,01,1,4,B07,100
1364656613,1,01,1,4,B15,28800
1364656613,1,01,1,5,C00,4700
1364656613,1,01,1,5,C09,3200
1364656613,1,01,1,5,C19,1500
1364656613,1,01,1,4,B00,28900
1364656615,1,01,2,4,B00,800
1364656615,1,01,2,4,B07,600
1364656615,1,01,2,4,B10,200
1364656616,1,01,1,4,B00,118
1364656616,1,01,1,4,B07,118
1364656617,1,03,2,5,C08,5760
1364656617,1,03,2,5,C07,2400
1364656617,1,03,2,5,C00,8360
1364656617,1,01,1,5,C10,200
1364656617,1,01,1,5,C08,3000
1364656617,1,01,1,5,C00,3200
1364656617,1,03,2,5,C10,200
1364656618,1,01,2,4,B00,900
1364656618,1,01,2,4,B10,900
1364656618,1,01,2,5,C00,4630
1364656618,1,01,2,5,C08,4500
1364656618,1,01,2,5,C07,130
1364656819,1,01,1,5,C00,4200
1364656819,1,01,1,5,C08,4200
1364656819,1,01,1,4,B15,6250
1364656819,1,01,1,4,B00,9850
1364656819,1,01,1,4,B03,800
1364656819,1,01,1,4,B06,600
1364656819,1,01,1,4,B13,2200
1364656824,1,01,2,5,C08,4600
1364656824,1,01,2,5,C10,850
1364656824,1,01,2,5,C00,41550
1364656824,1,01,2,5,C07,28500
1364656824,1,01,2,5,C06,7600
1364657022,1,01,1,5,C19,160
1364657022,1,01,1,5,C08,39840
1364657022,1,01,1,5,C00,40000
1364657304,1,02,1,4,B00,250
1364657304,1,02,1,4,B07,250
1404666509,1,01,2,4,B10,850
1404666509,1,01,2,4,B00,6350
1404666509,1,01,2,4,B02,4000
1404666509,1,01,2,4,B11,500
1404666509,1,01,2,4,B07,1000
1404667923,1,01,1,5,C08,1200
1404667923,1,01,1,5,C00,1200
1404669813,1,01,2,5,C10,3800
1404669813,1,01,2,5,C08,8000
1404669813,1,01,2,5,C06,4000
1404669813,1,01,2,4,B10,8500
1404669813,1,01,2,4,B07,5000
1404669813,1,01,2,4,B06,1600
1404669813,1,01,2,4,B01,10000
1404669813,1,01,2,4,B00,31100
1404669813,1,01,2,4,B15,4000
1404669813,1,01,2,5,C04,4000
1404669813,1,01,2,4,B11,2000
1404669813,1,01,2,5,C00,48600
1404669813,1,01,2,5,C13,28800
1404672202,1,01,1,5,C10,3600
1404672202,1,01,1,5,C08,74200
1404672202,1,01,1,5,C06,26500
1404672202,1,01,1,5,C00,104300
1404672507,1,01,1,5,C13,30000
1404672507,1,01,1,5,C10,1000
1404672507,1,01,1,5,C08,12000
1404672507,1,01,1,5,C00,43000
1404672507,1,01,1,4,B03,5100
1404672507,1,01,1,4,B01,20000
1404672507,1,01,1,4,B00,110600
1404672507,1,01,1,4,B11,3000
1404672507,1,01,1,4,B10,24500
1404672507,1,01,1,4,B07,22500
1404672507,1,01,1,4,B05,25500
1404672507,1,01,1,4,B06,10000
1404672509,1,01,1,4,B07,11000
1404672509,1,01,1,4,B00,85400
1404672509,1,01,1,4,B06,8000
1404672509,1,01,1,4,B10,35000
1404672509,1,01,1,4,B11,15000
1404672509,1,01,1,4,B15,16000
1404672509,1,01,1,4,B20,400
1404672509,1,01,1,5,C00,39100
1404672509,1,01,1,5,C06,16000
1404672509,1,01,1,5,C08,15000
1404672509,1,01,1,5,C09,600
1404672509,1,01,1,5,C10,7500
1404672510,1,01,1,4,B11,4000
1404672510,1,01,1,5,C10,3000
1404672510,1,01,1,5,C00,71400
1404672510,1,01,1,5,C04,6000
1404672510,1,01,1,5,C01,20000
1404672510,1,01,1,5,C07,32000
1404672510,1,01,1,4,B10,6800
1404672510,1,01,1,4,B06,8000
1404672510,1,01,1,4,B04,800
1404672510,1,01,1,4,B03,10000
1404672510,1,01,1,4,B02,36000
1404672510,1,01,1,4,B01,60000
1404672510,1,01,1,4,B00,233200
1404672510,1,01,1,4,B07,71000
1404672510,1,01,1,5,C08,2400
1404672510,1,01,1,5,C09,8000
1404672510,1,01,1,4,B15,36600
1404673304,1,01,2,4,B11,3000
1404673304,1,01,2,4,B07,13500
1404673304,1,01,2,4,B06,2000
1404673304,1,01,2,4,B01,15000
1404673304,1,01,2,4,B00,49500
1404673304,1,01,2,4,B10,16000
1404673512,1,01,2,5,C00,88800
1404673512,1,01,2,5,C10,1800
1404673512,1,01,2,5,C09,4000
1404673512,1,01,2,5,C08,55200
1404673512,1,01,2,5,C06,20800
1404673512,1,01,2,5,C04,7000
1404735501,1,01,1,5,C08,52800
1404735501,1,01,1,5,C10,12000
1404735501,1,01,1,5,C00,64800
1404781821,1,03,1,4,B09,6000
1404781821,1,03,1,4,B10,1400
1404781821,1,03,1,4,B11,4800
1404781821,1,03,1,4,B20,500
1404781821,1,03,1,5,C00,42800
1404781821,1,03,1,5,C02,18000
1404781821,1,03,1,5,C06,24000
1404781821,1,03,1,4,B08,288000
1404781821,1,03,1,4,B06,48000
1404781821,1,03,1,5,C10,800
1404781821,1,03,1,4,B02,18000
1404781821,1,03,1,4,B01,7000
1404781821,1,03,1,4,B00,379700
1404781821,1,03,1,4,B04,6000
1404782305,1,01,1,4,B11,6100
1404782305,1,01,1,4,B00,56700
1404782305,1,01,1,4,B02,7000
1404782305,1,01,1,4,B07,18000
1404782305,1,01,1,4,B10,16000
1404782305,1,01,1,4,B15,9600
1404782713,1,01,1,4,B00,130
1404782713,1,01,1,4,B10,30
1404782713,1,01,1,4,B07,100
1404783613,1,02,1,5,C10,52000
1404783613,1,02,1,5,C13,4000
1404783613,1,02,1,5,C20,156000
1404783613,1,02,1,5,C06,400
1404783613,1,02,1,5,C01,25000
1404783613,1,02,1,5,C00,705400
1404783613,1,02,1,5,C08,624000
1414868022,1,01,1,4,B11,5000
1414868022,1,01,1,4,B10,5000
1414868022,1,01,1,4,B09,21000
1414868022,1,01,1,4,B07,12000
1414868022,1,01,1,4,B06,41600
1414868022,1,01,1,4,B02,5000
1414868022,1,01,1,4,B00,89600
1414868609,1,01,1,4,B15,1800
1414868609,1,01,1,4,B09,1500
1414868609,1,01,1,4,B04,11000
1414868609,1,01,1,4,B02,4800
1414868609,1,01,1,4,B00,19100
1414868612,1,03,1,4,B06,12000
1414868612,1,03,1,4,B10,18000
1414868612,1,03,1,4,B00,30000
1414868612,1,01,1,4,B10,10000
1414868612,1,01,1,4,B09,10000
1414868612,1,01,1,4,B06,12000
1414868612,1,01,1,4,B00,32000
1414892203,1,03,1,4,B11,1000
1414892203,1,03,1,4,B10,2000
1414892203,1,03,1,4,B06,12750
1414892203,1,03,1,4,B04,20000
1414892203,1,03,1,4,B00,37250
1414892203,1,03,1,4,B15,1500
1414968301,1,01,1,4,B11,8000
1414968301,1,01,1,4,B10,16000
1414968301,1,01,1,4,B07,5000
1414968301,1,01,1,4,B02,9500
1414968301,1,01,1,4,B01,35000
1414968301,1,01,1,4,B00,73500
1414978612,1,01,1,4,B06,16500
1414978612,1,01,1,4,B10,10000
1414978612,1,01,1,4,B03,1600
1414978612,1,01,1,4,B00,28100
1414978817,1,01,1,4,B11,15000
1414978817,1,01,1,4,B10,80000
1414978817,1,01,1,4,B09,45000
1414978817,1,01,1,4,B15,48000
1414978817,1,01,1,4,B00,318000
1414978817,1,01,1,4,B06,50000
1414978817,1,01,1,4,B03,80000
