folioviv,foliohog,numren,id_trabajo,tipoact,clave,gasto
0662424713,1,01,1,4,B07,3200
0662424713,1,01,1,4,B10,1000
0662424713,1,01,1,4,B04,10000
0662424919,1,01,2,4,B07,5000
0662424919,1,01,2,4,B06,6000
0662424919,1,01,2,5,C10,3600
0662424919,1,01,2,4,B00,20800
0662424919,1,01,2,4,B02,5000
0662424919,1,01,2,5,C01,14000
0662424919,1,01,2,5,C00,17600
0662424919,1,01,2,4,B15,3000
0662424919,1,01,2,4,B11,1800
0662424921,1,02,1,4,B09,4000
0662424921,1,02,1,4,B10,15000
0662424921,1,02,1,4,B11,1500
0662424921,1,02,1,4,B07,1800
0662424921,1,02,1,4,B06,20000
0662424921,1,02,1,4,B01,5000
0662424921,1,02,1,4,B00,49300
0662424921,1,02,1,4,B20,2000
0662425201,1,01,1,5,C10,12000
0662425201,1,01,1,5,C08,450
0662425201,1,01,1,5,C13,15000
0662425201,1,01,1,4,B00,32050
0662425201,1,01,1,4,B02,10000
0662425201,1,01,1,4,B03,2000
0662425201,1,01,1,4,B07,800
0662425201,1,01,1,4,B09,250
0662425201,1,01,1,4,B10,5000
0662425201,1,01,1,4,B15,14000
0662425201,1,01,1,5,C01,5000
0662425201,1,01,1,5,C00,32450
0662425203,1,01,2,4,B00,460
0662425203,1,01,2,4,B07,180
0662425203,1,01,2,4,B21,280
0662425204,1,01,2,4,B00,5000
0662425204,1,01,2,4,B07,5000
0662425409,1,02,1,4,B07,800
0662425409,1,02,1,4,B11,800
0662425409,1,02,1,4,B00,4100
0662425409,1,02,1,4,B10,2500
0662425412,1,02,1,5,C07,20000
0662425412,1,02,1,5,C10,5000
0662425412,1,02,1,5,C06,20000
0662425412,1,02,1,5,C00,45000
0662425616,1,01,2,4,B00,12000
0662425616,1,01,2,4,B06,12000
0662425618,1,03,1,5,C10,5000
0662425618,1,03,1,5,C09,5000
0662425618,1,03,1,5,C06,20000
0662425618,1,03,1,5,C02,25000
0662425618,1,03,1,5,C00,115000
0662425618,1,03,1,5,C13,10000
0662425618,1,03,1,4,B10,15000
0662425618,1,03,1,4,B11,5000
0662425618,1,03,1,4,B00,25000
0662425618,1,03,1,4,B07,5000
0662425618,1,03,1,5,C01,50000
0662425820,1,01,1,6,D19,110
0662425820,1,01,1,6,D00,110
0662425821,1,02,1,5,C00,490
0662425821,1,02,1,5,C08,230
0662425821,1,02,1,4,B02,8000
0662425821,1,02,1,4,B00,22000
0662425821,1,02,1,5,C10,260
0662425821,1,02,1,4,B11,2000
0662425821,1,02,1,4,B10,12000
0662425822,1,01,2,7,D05,13000
0662425822,1,01,2,7,D13,2100
0662425822,1,01,1,4,B00,300
0662425822,1,01,1,4,B11,300
0662425822,1,01,2,7,D04,20000
0662425822,1,01,2,7,D00,35100
0662425823,1,01,1,5,C10,1000
0662425823,1,01,1,5,C08,230
0662425823,1,01,1,4,B15,12000
0662425823,1,01,1,4,B10,380
0662425823,1,01,1,4,B06,5000
0662425823,1,01,1,4,B02,10000
0662425823,1,01,1,4,B00,27380
0662425823,1,01,1,5,C00,1230
0662425824,1,01,1,5,C08,2760
0662425824,1,01,1,5,C00,3760
0662425824,1,01,1,4,B12,4000
0662425824,1,01,1,4,B11,7000
0662425824,1,01,1,4,B07,5000
0662425824,1,01,1,4,B02,10000
0662425824,1,01,1,4,B00,26000
0662425824,1,01,1,5,C10,1000
0662426301,1,01,1,5,C08,10560
0662426301,1,01,1,4,B15,3600
0662426301,1,01,1,4,B10,1200
0662426301,1,01,1,5,C00,12440
0662426301,1,01,1,4,B11,1800
0662426301,1,01,1,5,C09,1000
0662426301,1,01,1,5,C10,880
0662426301,1,01,1,4,B00,13700
0662426301,1,01,1,4,B06,5000
0662426301,1,01,1,4,B07,1200
0662426301,1,01,1,4,B08,900
0662426302,1,01,2,4,B00,3000
0662426302,1,01,2,4,B07,500
0662426302,1,01,2,4,B10,2000
0662426302,1,01,2,4,B11,500
0662426306,1,01,2,5,C00,2320
0662426306,1,01,2,5,C10,70
0662426306,1,01,2,5,C08,2250
0662426507,1,01,2,7,D06,5000
0662426507,1,01,1,5,C06,72000
0662426507,1,01,1,5,C00,189350
0662426507,1,01,1,4,B11,300
0662426507,1,01,1,4,B10,900
0662426507,1,01,1,4,B00,1200
0662426507,1,01,2,7,D13,24000
0662426507,1,01,2,7,D00,29000
0662426507,1,01,1,5,C10,17000
0662426507,1,01,1,5,C09,350
0662426507,1,01,1,5,C08,100000
0662426510,1,01,1,5,C10,480
0662426510,1,01,1,5,C00,413280
0662426510,1,01,1,5,C08,412800
0662426718,1,01,1,4,B11,600
0662426718,1,01,1,4,B10,500
0662426718,1,01,1,4,B07,500
0662426718,1,01,1,4,B00,1600
0662426919,1,01,1,4,B00,30
0662426919,1,01,1,4,B21,30
0662426920,1,01,2,4,B00,1710
0662426920,1,01,2,4,B07,210
0662426920,1,01,2,4,B10,900
0662426920,1,01,2,4,B11,600
0662427022,1,01,1,4,B00,212700
0662427022,1,01,1,4,B01,60000
0662427022,1,01,1,4,B04,13000
0662427022,1,01,1,4,B05,3800
0662427022,1,01,1,4,B06,18000
0662427022,1,01,1,4,B18,20000
0662427022,1,01,1,4,B09,15000
0662427022,1,01,1,4,B10,25000
0662427022,1,01,1,4,B11,5000
0662427022,1,01,1,4,B15,20000
0662427022,1,01,1,4,B21,2900
0662427022,1,01,1,4,B07,30000
0662427303,1,01,1,5,C10,5000
0662427303,1,01,1,5,C11,300
0662427303,1,01,1,5,C00,31200
0662427303,1,01,1,5,C06,11400
0662427303,1,01,1,5,C08,14000
0662427303,1,01,1,5,C09,500
0662427304,1,01,1,4,B00,12000
0662427304,1,01,1,4,B07,12000
0662427304,1,01,1,5,C00,67200
0662427304,1,01,1,5,C01,15000
0662427304,1,01,1,5,C06,31200
0662427304,1,01,1,5,C09,15000
0662427304,1,01,1,5,C10,6000
0662427510,1,01,1,4,B15,150000
0662427510,1,01,1,4,B11,20000
0662427510,1,01,1,4,B10,50000
0662427510,1,01,1,4,B09,7000
0662427510,1,01,1,4,B06,30000
0662427510,1,01,1,4,B05,15000
0662427510,1,01,1,4,B00,278000
0662427510,1,01,1,4,B02,6000
0662427714,1,01,2,5,C09,400
0662427714,1,01,2,5,C10,2350
0662427714,1,01,2,4,B00,21800
0662427714,1,01,2,4,B07,1000
0662427714,1,01,2,4,B09,20800
0662427714,1,01,2,5,C00,18750
0662427714,1,01,2,5,C06,16000
0662427717,1,01,1,4,B10,10000
0662427717,1,01,1,4,B08,8000
0662427717,1,01,1,4,B07,5000
0662427717,1,01,1,4,B06,10000
0662427717,1,01,1,4,B01,100000
0662427717,1,01,1,4,B00,392800
0662427717,1,01,1,4,B15,244800
0662427717,1,01,1,4,B09,15000
0662428204,1,01,1,4,B00,648000
0662428204,1,01,1,4,B01,500000
0662428204,1,01,1,4,B09,24000
0662428204,1,01,1,4,B10,22000
0662428204,1,01,1,4,B11,30000
0662428204,1,01,1,4,B15,72000
0662428412,1,02,2,7,D13,6000
0662428412,1,02,2,7,D00,6000
0662428412,1,02,1,5,C19,3000
0662428412,1,02,1,5,C13,3600
0662428412,1,02,1,5,C10,1000
0662428412,1,02,1,5,C08,7000
0662428412,1,02,1,5,C00,19100
0662428412,1,02,1,5,C07,4500
0662428921,1,01,1,9,F05,26000
0662428921,1,01,1,9,F06,1740
0662428921,1,01,1,9,F00,27740
0662429020,1,01,1,4,B08,7280
0662429020,1,01,1,4,B10,3000
0662429020,1,02,2,5,C00,10400
0662429020,1,02,2,5,C08,10400
0662429020,1,01,1,4,B06,12000
0662429020,1,01,1,4,B07,1000
0662429020,1,01,1,4,B00,24280
0662429020,1,01,1,4,B11,1000
0662429024,1,01,1,4,B10,2500
0662429024,1,01,1,4,B12,4000
0662429024,1,01,1,4,B06,6000
0662429024,1,01,1,4,B00,14000
0662429024,1,01,1,4,B07,1500
0662429303,1,03,1,5,C00,8800
0662429303,1,03,1,5,C08,7200
0662429303,1,03,1,5,C09,1000
0662429303,1,03,1,4,B10,12000
0662429303,1,03,1,4,B11,8000
0662429303,1,03,1,4,B06,6000
0662429303,1,03,1,4,B00,32500
0662429303,1,03,1,5,C10,600
0662429303,1,03,1,4,B07,6500
0662429306,1,01,1,5,C08,50000
0662429306,1,01,1,5,C10,6000
0662429306,1,01,1,5,C13,10000
0662429306,1,01,1,4,B00,52100
0662429306,1,01,1,4,B02,24000
0662429306,1,01,1,4,B06,600
0662429306,1,01,1,4,B07,9000
0662429306,1,01,1,4,B10,7000
0662429306,1,01,1,4,B11,7000
0662429306,1,01,1,4,B15,4000
0662429306,1,01,1,4,B20,500
0662429306,1,01,1,5,C00,69000
0662429306,1,01,1,5,C01,3000
0662429512,1,02,1,5,C00,350
0662429512,1,02,1,5,C08,350
0662429816,1,01,1,5,C00,1500
0662429816,1,01,1,5,C08,1500
0662430204,1,01,1,4,B07,10000
0662430204,1,01,1,4,B10,50000
0662430204,1,01,1,4,B06,15000
0662430204,1,01,1,4,B00,185000
0662430204,1,01,1,4,B01,70000
0662430204,1,01,1,4,B15,40000
0662431021,1,01,1,4,B11,2480
0662431021,1,01,1,4,B00,18480
0662431021,1,01,1,4,B10,16000
0662431023,1,01,1,4,B00,27800
0662431023,1,01,1,4,B06,6000
0662431023,1,01,1,4,B07,15000
0662431023,1,01,1,4,B10,4000
0662431023,1,01,1,4,B11,2800
0662431612,1,01,1,4,B00,41000
0662431612,1,01,1,4,B20,2000
0662431612,1,01,1,4,B15,10000
0662431612,1,01,1,4,B10,9000
0662431612,1,01,1,4,B07,10000
0662431612,1,01,1,4,B02,10000
0662431814,1,01,1,4,B00,60900
0662431814,1,01,1,4,B04,1500
0662431814,1,01,1,4,B02,7500
0662431814,1,01,1,4,B05,4500
0662431814,1,01,1,4,B11,2800
0662431814,1,01,1,4,B10,3000
0662431814,1,01,1,4,B06,41600
0662431815,1,01,2,4,B00,36400
0662431815,1,01,2,4,B11,600
0662431815,1,01,2,4,B01,22500
0662431815,1,01,2,4,B05,5500
0662431815,1,01,2,4,B06,7800
0662431817,1,01,1,4,B15,63000
0662431817,1,02,1,5,C00,7380
0662431817,1,01,1,4,B11,2200
0662431817,1,01,1,4,B07,6640
0662431817,1,01,1,4,B06,26000
0662431817,1,02,1,5,C08,7380
0662431817,1,01,1,4,B00,108840
0662431817,1,01,1,4,B02,11000
0662432205,1,01,1,4,B11,1500
0662432205,1,01,1,4,B00,4500
0662432205,1,01,1,4,B15,600
0662432205,1,01,1,4,B02,2400
0662432510,1,01,1,4,B10,15000
0662432510,1,01,1,5,C00,2000
0662432510,1,01,1,4,B15,48000
0662432510,1,01,1,5,C10,2000
0662432510,1,01,1,4,B07,6000
0662432510,1,01,1,4,B03,24000
0662432510,1,01,1,4,B02,15000
0662432510,1,01,1,4,B00,113000
0662432510,1,01,1,4,B11,5000
0662432511,1,01,1,4,B00,20800
0662432511,1,01,1,4,B10,4000
0662432511,1,01,1,4,B11,2400
0662432511,1,01,1,4,B15,9600
0662432511,1,01,1,5,C00,3180
0662432511,1,01,1,5,C10,3180
0662432511,1,02,1,5,C00,850
0662432511,1,02,1,5,C10,850
0662432511,1,01,1,4,B07,4800
0662432512,1,01,2,4,B15,3200
0662432512,1,01,2,4,B11,3500
0662432512,1,01,2,4,B00,7000
0662432512,1,01,2,4,B07,300
0662432714,1,01,1,4,B00,8100
0662432714,1,01,1,4,B15,2000
0662432714,1,01,1,4,B11,2500
0662432714,1,01,1,4,B10,1300
0662432714,1,01,1,4,B07,1800
0662432714,1,01,1,4,B21,500
0662432715,1,03,1,4,B21,2200
0662432715,1,03,1,4,B11,1920
0662432715,1,03,1,4,B10,2220
0662432715,1,03,1,4,B01,2000
0662432715,1,03,1,4,B00,8340
0662432716,1,01,1,4,B21,550
0662432716,1,01,1,4,B11,2800
0662432716,1,01,1,4,B10,1600
0662432716,1,01,1,4,B07,1500
0662432716,1,01,1,4,B00,12450
0662432716,1,01,1,4,B01,6000
0662432718,1,01,1,4,B21,360
0662432718,1,01,1,4,B00,14560
0662432718,1,01,1,4,B06,2400
0662432718,1,01,1,4,B08,4320
0662432718,1,01,1,5,C10,1350
0662432718,1,01,1,5,C00,1350
0662432718,1,01,1,4,B15,4000
0662432718,1,01,1,4,B11,3480
0662432924,1,01,1,4,B11,3300
0662432924,1,01,1,4,B00,6400
0662432924,1,01,1,4,B07,600
0662432924,1,01,1,4,B10,2500
0662433022,1,01,1,4,B02,10000
0662433022,1,01,1,4,B06,20000
0662433022,1,01,1,4,B07,5000
0662433022,1,01,1,4,B09,8400
0662433022,1,01,1,5,C00,56200
0662433022,1,01,1,4,B15,30000
0662433022,1,01,1,5,C10,1200
0662433022,1,01,1,5,C08,25000
0662433022,1,01,1,5,C06,30000
0662433022,1,01,1,4,B11,10100
0662433022,1,01,1,4,B00,83500
0662433401,1,03,1,4,B15,60000
0662433401,1,03,1,4,B10,1500
0662433401,1,03,1,4,B09,2400
0662433401,1,03,1,4,B07,12000
0662433401,1,03,1,4,B06,6000
0662433401,1,03,1,4,B00,82400
0662433401,1,03,1,4,B02,500
0662433813,1,01,1,4,B11,1000
0662433813,1,01,1,4,B06,26000
0662433813,1,01,1,4,B04,20000
0662433813,1,01,1,4,B00,47000
0662434919,1,01,1,4,B02,6000
0662434919,1,01,1,4,B07,1250
0662434919,1,01,1,5,C08,8300
0662434919,1,01,1,4,B11,2300
0662434919,1,01,1,4,B12,1000
0662434919,1,01,1,5,C00,8300
0662434919,1,01,1,4,B00,20550
0662434919,1,01,1,4,B09,10000
0662435507,1,01,1,4,B06,4000
0662435507,1,01,1,4,B02,5000
0662435507,1,01,1,4,B00,18400
0662435507,1,01,2,7,D07,1000
0662435507,1,01,2,7,D06,5000
0662435507,1,01,2,7,D05,3000
0662435507,1,01,2,7,D00,9000
0662435507,1,01,1,4,B10,1000
0662435507,1,01,1,4,B11,8400
0662435507,1,01,1,5,C00,6200
0662435507,1,01,1,5,C06,3000
0662435507,1,01,1,5,C10,3200
0662436018,1,01,1,4,B00,51190
0662436018,1,01,1,4,B02,12800
0662436018,1,01,1,4,B04,9000
0662436018,1,01,1,4,B06,15600
0662436018,1,01,1,4,B07,390
0662436018,1,01,1,4,B10,800
0662436018,1,01,1,4,B15,12600
0662436018,1,01,1,5,C00,147000
0662436018,1,01,1,5,C01,25000
0662436018,1,01,1,5,C07,80000
0662436018,1,01,1,5,C09,900
0662436018,1,01,1,5,C10,900
0662436018,1,01,1,5,C13,28200
0662436018,1,01,1,5,C16,12000
0662436018,1,01,2,7,D00,13000
0662436018,1,01,2,7,D05,5200
0662436018,1,01,2,7,D07,1400
0662436018,1,01,2,7,D10,2200
0662436018,1,01,2,7,D13,4200
0662436019,1,01,1,4,B00,31500
0662436019,1,01,1,4,B04,5000
0662436019,1,01,1,4,B05,1200
0662436019,1,01,1,4,B06,3000
0662436019,1,01,1,4,B15,21000
0662436019,1,01,2,7,D00,600
0662436019,1,01,2,7,D10,600
0662436019,1,01,1,4,B11,800
0662436019,1,01,1,4,B07,500
0662436302,1,03,1,4,B06,2500
0662436302,1,03,1,4,B10,2000
0662436302,1,03,1,4,B11,2000
0662436302,1,03,1,4,B00,6500
0662436303,1,01,1,4,B00,5200
0662436303,1,01,1,4,B10,2000
0662436303,1,01,1,4,B11,1900
0662436303,1,01,1,5,C00,1230
0662436303,1,01,1,5,C08,1230
0662436303,1,01,1,4,B02,1300
0662436304,1,01,1,5,C00,3000
0662436304,1,01,1,5,C10,3000
0662436304,1,01,1,4,B10,600
0662436304,1,01,1,4,B07,1200
0662436304,1,01,1,4,B06,5500
0662436304,1,01,1,4,B00,7300
0662436306,1,01,1,4,B02,2000
0662436306,1,01,1,4,B00,6350
0662436306,1,01,1,5,C10,3500
0662436306,1,01,1,5,C00,3500
0662436306,1,01,1,4,B11,350
0662436306,1,01,1,4,B10,2000
0662436306,1,01,1,4,B09,2000
0662436815,1,01,2,5,C08,1140
0662436815,1,01,2,5,C00,1140
0662436815,1,01,2,4,B09,700
0662436815,1,01,2,4,B06,1300
0662436815,1,01,2,4,B04,360
0662436815,1,01,2,4,B00,2360
0662436815,1,01,1,7,D13,2400
0662436815,1,01,1,7,D10,450
0662436815,1,01,1,7,D08,1000
0662436815,1,01,1,7,D06,75
0662436815,1,01,1,7,D05,2704
0662436815,1,01,1,7,D00,6629
0662437410,1,02,2,4,B06,5000
0662437410,1,01,1,4,B00,66600
0662437410,1,01,1,4,B04,4000
0662437410,1,02,2,4,B00,6000
0662437410,1,01,1,4,B15,48000
0662437410,1,01,1,4,B06,8000
0662437410,1,01,1,4,B07,600
0662437410,1,01,1,4,B09,2000
0662437410,1,02,2,4,B11,1000
0662437410,1,01,1,4,B11,3000
0662437410,1,01,1,4,B10,1000
0662437616,1,01,1,4,B09,2400
0662437616,1,01,1,4,B10,5220
0662437616,1,01,1,4,B11,1350
0662437616,1,01,1,5,C00,21700
0662437616,1,01,1,5,C01,15000
0662437616,1,01,1,5,C09,2400
0662437616,1,01,1,5,C10,3200
0662437616,1,01,1,5,C19,1100
0662437616,1,01,2,7,D00,4260
0662437616,1,01,2,7,D08,3500
0662437616,1,01,2,7,D19,760
0662437616,1,01,1,4,B00,8970
0662439919,1,01,2,4,B15,14400
0662439919,1,01,2,4,B11,1000
0662439919,1,01,2,4,B10,800
0662439919,1,01,2,4,B06,2800
0662439919,1,01,2,4,B00,19000
0662440021,1,01,2,7,D10,7000
0662440021,1,01,1,4,B10,7000
0662440021,1,01,2,7,D00,11500
0662440021,1,01,1,4,B15,8000
0662440021,1,01,2,7,D05,4500
0662440021,1,01,1,4,B07,1300
0662440021,1,01,1,4,B06,4500
0662440021,1,01,1,4,B00,20800
0662440022,1,01,2,4,B06,7000
0662440022,1,01,2,4,B04,3000
0662440022,1,01,2,4,B00,13100
0662440022,1,01,2,4,B07,1300
0662440022,1,01,2,4,B10,1000
0662440022,1,01,2,4,B09,800
0662440302,1,01,1,5,C07,20000
0662440302,1,01,1,5,C10,2000
0662440302,1,01,1,5,C19,10500
0662440302,1,01,1,4,B00,15200
0662440302,1,01,1,4,B11,5000
0662440302,1,01,1,4,B15,10000
0662440302,1,01,1,5,C00,32500
0662440302,1,01,1,4,B07,200
0662440303,1,01,2,4,B07,300
0662440303,1,01,2,4,B00,12300
0662440303,1,01,2,4,B15,12000
0662440303,1,01,2,5,C00,1000
0662440303,1,01,2,5,C08,1000
0662440304,1,01,2,5,C00,500
0662440304,1,01,2,4,B11,1000
0662440304,1,01,2,4,B10,4000
0662440304,1,01,2,4,B00,5000
0662440304,1,01,2,5,C07,500
0662440305,1,01,1,4,B00,6500
0662440305,1,01,1,4,B11,600
0662440305,1,01,1,4,B02,2000
0662440305,1,01,1,4,B06,3200
0662440305,1,01,1,4,B10,700
0662440511,1,02,1,4,B11,3000
0662440511,1,02,1,4,B00,5640
0662440511,1,02,1,4,B10,2640
0662440512,1,01,2,4,B06,5000
0662440512,1,01,2,5,C10,3300
0662440512,1,01,2,5,C09,3100
0662440512,1,01,2,5,C08,6000
0662440512,1,01,2,5,C07,13000
0662440512,1,01,2,5,C06,3000
0662440512,1,01,2,5,C04,10000
0662440512,1,01,2,5,C01,2000
0662440512,1,01,2,4,B00,11000
0662440512,1,01,2,4,B10,3600
0662440512,1,01,2,4,B11,2400
0662440512,1,01,2,5,C00,40400
0662440813,1,01,2,7,D00,800
0662440813,1,01,1,4,B07,1000
0662440813,1,01,1,4,B00,1000
0662440813,1,03,2,7,D00,1000
0662440813,1,03,1,4,B10,1200
0662440813,1,03,1,4,B00,1200
0662440813,1,01,2,7,D08,800
0662440813,1,03,2,7,D06,1000
0662440814,1,01,1,4,B10,3200
0662440814,1,01,1,4,B00,4100
0662440814,1,02,1,5,C10,700
0662440814,1,02,1,5,C08,2000
0662440814,1,01,1,4,B11,900
0662440814,1,02,1,5,C00,2700
0662440816,1,01,1,7,D06,500
0662440816,1,01,1,7,D08,1000
0662440816,1,01,2,4,B00,470
0662440816,1,01,2,4,B07,70
0662440816,1,01,2,4,B10,400
0662440816,1,02,1,5,C00,4800
0662440816,1,02,1,5,C08,4800
0662440816,1,01,1,7,D00,1500
0662440817,1,01,2,7,D08,500
0662440817,1,01,2,7,D00,500
0662440818,1,01,1,7,D13,5400
0662440818,1,01,2,4,B00,500
0662440818,1,01,2,4,B06,500
0662440818,1,01,1,7,D00,6400
0662440818,1,01,1,7,D05,1000
0662441206,1,01,1,5,C00,300
0662441206,1,01,1,4,B15,1200
0662441206,1,01,1,4,B11,300
0662441206,1,01,1,5,C10,100
0662441206,1,01,1,4,B00,3600
0662441206,1,01,1,4,B10,2100
0662441206,1,01,1,5,C19,200
0662441412,1,01,1,4,B11,800
0662441412,1,01,1,4,B10,2000
0662441412,1,01,1,4,B07,2000
0662441412,1,01,1,4,B06,5000
0662441412,1,01,1,5,C00,5200
0662441412,1,01,1,5,C10,1200
0662441412,1,01,1,5,C06,2000
0662441412,1,01,1,5,C04,2000
0662441412,1,01,1,4,B00,9800
0662441715,1,01,1,4,B10,2700
0662441715,1,01,1,5,C00,3400
0662441715,1,01,1,5,C08,1000
0662441715,1,01,1,5,C10,1400
0662441715,1,01,1,5,C09,1000
0662441715,1,01,1,4,B07,700
0662441715,1,01,1,4,B06,800
0662441715,1,01,1,4,B05,1000
0662441715,1,01,1,4,B04,200
0662441715,1,01,1,4,B00,5400
0662441919,1,04,1,4,B02,3200
0662441919,1,04,1,4,B03,1800
0662441919,1,04,1,4,B07,7390
0662441919,1,04,1,4,B11,1500
0662441919,1,04,1,4,B15,3600
0662441919,1,04,1,5,C00,5030
0662441919,1,04,1,5,C02,3200
0662441919,1,04,1,4,B00,17490
0662441919,1,04,1,5,C10,1700
0662441919,1,04,1,5,C08,130
0662441921,1,02,2,5,C08,4800
0662441921,1,01,2,7,D00,14270
0662441921,1,01,1,5,C00,12400
0662441921,1,01,1,4,B15,7200
0662441921,1,01,1,4,B11,800
0662441921,1,01,1,4,B00,8000
0662441921,1,01,2,7,D10,6180
0662441921,1,01,2,7,D13,7200
0662441921,1,01,1,5,C10,800
0662441921,1,01,1,5,C07,8000
0662441921,1,01,1,5,C06,3600
0662441921,1,02,2,5,C00,4800
0662441921,1,01,2,7,D01,890
0662441922,1,01,1,4,B00,45600
0662441922,1,01,1,4,B02,6000
0662441922,1,01,1,4,B07,16000
0662441922,1,01,1,4,B10,5000
0662441922,1,02,1,5,C08,1000
0662441922,1,02,1,5,C00,1000
0662441922,1,01,1,4,B15,14600
0662441922,1,01,1,4,B11,4000
0662441924,1,02,2,5,C08,9360
0662441924,1,02,2,5,C00,13920
0662441924,1,02,2,5,C10,560
0662441924,1,02,2,5,C02,4000
0662442609,1,01,1,4,B07,5400
0662442609,1,01,1,4,B06,72000
0662442609,1,01,1,4,B15,514400
0662442609,1,01,1,4,B21,4160
0662442609,1,01,1,4,B04,4400
0662442609,1,01,1,4,B10,70000
0662442609,1,01,1,4,B11,24000
0662442609,1,01,1,4,B05,7000
0662442609,1,01,1,4,B00,715760
0662442609,1,01,1,4,B09,14400
0662442817,1,01,2,4,B15,200000
0662442817,1,01,2,4,B11,50000
0662442817,1,01,2,4,B10,80000
0662442817,1,01,2,4,B09,18000
0662442817,1,01,2,4,B07,62000
0662442817,1,01,2,4,B06,70000
0662442817,1,01,2,4,B05,50000
0662442817,1,01,2,4,B04,300000
0662442817,1,01,2,4,B00,830000
0662442818,1,01,1,4,B11,50000
0662442818,1,01,1,4,B10,100000
0662442818,1,01,1,4,B09,60000
0662442818,1,01,1,4,B07,22000
0662442818,1,01,1,4,B06,120000
0662442818,1,01,1,4,B05,200000
0662442818,1,01,1,4,B15,1200000
0662442818,1,01,1,4,B00,1852000
0662442818,1,01,1,4,B04,100000
0662443023,1,01,2,5,C08,500
0662443023,1,01,2,5,C10,1500
0662443023,1,01,2,5,C00,2000
0662443717,1,01,1,4,B00,62300
0662443717,1,01,1,4,B02,2000
0662443717,1,01,1,4,B04,7500
0662443717,1,01,1,4,B06,35000
0662443717,1,01,1,4,B11,10800
0662443717,1,01,1,4,B20,7000
0662444613,1,01,1,7,D10,5000
0662444613,1,01,1,7,D13,64000
0662444613,1,01,2,4,B00,26400
0662444613,1,01,2,4,B06,9000
0662444613,1,01,2,4,B09,10400
0662444613,1,01,2,4,B10,2000
0662444613,1,01,2,4,B11,5000
0662444613,1,01,2,5,C00,71300
0662444613,1,01,2,5,C04,15000
0662444613,1,01,2,5,C06,9000
0662444613,1,01,2,5,C08,36000
0662444613,1,01,2,5,C09,6000
0662444613,1,01,2,5,C10,5300
0662444613,1,01,1,7,D00,107000
0662444613,1,01,1,7,D01,3000
0662444613,1,01,1,7,D03,15000
0662444613,1,01,1,7,D05,18000
0662444613,1,01,1,7,D08,2000
0662444615,1,01,2,7,D08,2700
0662444615,1,01,1,5,C10,10760
0662444615,1,01,2,7,D00,15490
0662444615,1,01,2,7,D05,5940
0662444615,1,01,2,7,D06,2000
0662444615,1,01,2,7,D07,4850
0662444615,1,01,1,4,B10,11700
0662444615,1,01,1,5,C00,40740
0662444615,1,01,1,5,C06,25480
0662444615,1,01,1,5,C09,4500
0662444615,1,01,1,4,B00,57980
0662444615,1,01,1,4,B06,25480
0662444615,1,01,1,4,B09,20800
0662444921,1,01,1,7,D00,118700
0662444921,1,01,2,4,B00,55500
0662444921,1,01,1,7,D11,1200
0662444921,1,01,2,4,B07,1000
0662444921,1,01,2,4,B09,18000
0662444921,1,01,2,4,B15,36500
0662444921,1,01,1,7,D13,36500
0662444921,1,01,1,7,D05,73000
0662444921,1,01,1,7,D08,5000
0662444921,1,01,1,7,D06,3000
0662445508,1,02,1,5,C08,3200
0662445508,1,02,1,5,C00,3200
0662445509,1,02,1,5,C00,1400
0662445509,1,02,1,5,C08,1400
0662445510,1,02,2,5,C10,960
0662445510,1,02,2,5,C08,21000
0662445510,1,02,2,5,C07,1000
0662445510,1,02,2,5,C00,22960
0662446814,1,01,2,5,C08,41600
0662446814,1,01,2,5,C00,44600
0662446814,1,01,2,5,C10,3000
0662446815,1,02,2,5,C08,5200
0662446815,1,02,2,5,C00,5700
0662446815,1,02,2,5,C10,500
0662446816,1,01,2,7,D08,2100
0662446816,1,01,2,7,D10,1500
0662446816,1,01,2,7,D05,13500
0662446816,1,01,2,7,D03,7911
0662446816,1,01,2,7,D00,44511
0662446816,1,01,1,5,C08,385
0662446816,1,01,1,5,C00,385
0662446816,1,01,1,4,B15,19500
0662446816,1,01,1,4,B11,1500
0662446816,1,01,1,4,B10,2100
0662446816,1,01,1,4,B09,12000
0662446816,1,01,1,4,B06,13500
0662446816,1,01,1,4,B04,7911
0662446816,1,01,1,4,B03,500
0662446816,1,01,1,4,B00,57011
0662446816,1,01,2,7,D13,19500
0662447304,1,01,2,7,D05,200
0662447304,1,01,2,7,D02,250
0662447304,1,01,2,7,D08,500
0662447304,1,01,2,7,D11,600
0662447304,1,01,1,4,B00,4400
0662447304,1,01,1,4,B02,2500
0662447304,1,01,1,4,B03,250
0662447304,1,01,1,4,B06,200
0662447304,1,01,2,7,D01,2500
0662447304,1,01,2,7,D00,4400
0662447304,1,01,1,4,B13,600
0662447304,1,01,2,7,D06,350
0662447304,1,01,1,4,B10,500
0662447304,1,01,1,4,B07,350
0662447306,1,01,2,5,C02,3000
0662447306,1,01,2,5,C06,5000
0662447306,1,01,2,5,C08,4800
0662447306,1,01,2,5,C09,2100
0662447306,1,01,2,5,C10,1100
0662447306,1,01,2,5,C11,1300
0662447306,1,01,2,5,C00,17300
0702448201,2,01,1,4,B10,1920
0702448201,2,01,1,4,B02,1000
0702448201,2,02,1,5,C08,1160
0702448201,2,02,1,5,C00,1320
0702448201,2,01,1,4,B15,1133
0702448201,2,01,1,4,B11,1266
0702448201,2,01,1,4,B07,2000
